Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
4,6.18497,6.24164,7.76592,0.0328361,0.273488,0.277721,5.53782,8.66643e-05,1.11098,1.16765,6.41511,0.031582,0.130978,0.135211,2.0798,1.42793e-05,, , 0.480894,1.54823,0.249511,8.74862,4.6985,6.41511,0.031582,0.0584488,0.173723,0.0761984,0.0162672,0.0118465,0.284231,2.0798,1.42793e-05,3.46485
5,1.53322,1.55408,7.03646,0.0590741,0.0880793,0.0897021,7.64761,0.000160139,0.277518,0.298374,5.50064,0.0565658,0.0485233,0.0501462,0.73377,5.05221e-05,, , 0.177134,0.307138,0.0916197,6.2831,1.66101,5.50064,0.0565658,0.116473,0.0686869,0.024022,0.00596054,0.017688,0.0855392,0.73377,5.05221e-05,6.90454
6,2.44569,2.48972,8.44001,0.149457,0.150415,0.153289,15.3482,0.000390548,0.448961,0.492989,5.50263,0.14444,0.0964063,0.0992803,1.52081,0.000272359,, , 0.351432,0.409594,0.180924,11.9572,2.76803,5.50263,0.14444,0.232886,0.136926,0.0467762,0.0119848,0.0313899,0.125166,1.52081,0.000272359,13.8055
7,0.47009,0.471232,9.57559,0.203284,0.029817,0.0301266,49.3662,0.00024071,0.385852,0.386994,0.013092,0.186198,0.0164913,0.0168009,0.203444,2.34853e-05,, , 0.0100632,0.757676,0.00510665,12.0326,0.287717,0.013092,0.186198,0.827824,0.013779,0.0183357,0.0011775,0.107445,0.0520212,0.203444,2.34853e-05,49.0734
8,0.0286235,0.02876,0.0180628,0.000802607,0.000539299,0.000545315,0.0602466,3.60899e-07,0.00198748,0.00212398,0.00209193,0.000781752,8.74456e-05,9.34623e-05,0.000227485,9.57326e-08,, , 0.00127775,0.00218914,0.000644581,0.0803593,0.0212412,0.00209193,0.000781752,0.00101147,7.36774e-05,8.89254e-05,1.8305e-05,0.000321226,0.00074128,0.000227485,9.57326e-08,0.0599602
Total,37.9575,30.2029,53.2679,0.467972,1.28982,1.23422,84.5243,0.00109633,6.91987,7.0107,34.6961,0.441138,0.55605,0.554901,8.48052,0.000384439,, , 1.85942,11.0806,0.990543,66.3248,24.21,34.6961,0.441138,1.2825,0.707051,0.339823,0.0640771,0.186405,1.4432,8.48052,0.000384439,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11817,0.00820369,1.51294,19.2269,0.02038,3.7585
