Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00102654,0.0727672,0,0.111504,5.7789e-06,0.11591,0,1.23285,0.0010195,0.0183213,0,0.0876581,5.6894e-06,, , 0.0678073,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134886,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.6894e-06,0.0585562
2,15.1237,15.1812,11.3421,0.00914932,0.500934,0.504676,3.47523,0.000111227,3.68296,3.74047,9.61558,0.0088358,0.175109,0.17885,2.60678,6.49004e-06,, , 0.53081,6.59864,0.293982,15.1163,9.97854,9.61558,0.0088358,0.0155217,0.205854,0.129148,0.018957,0.00853657,0.640836,2.60678,6.49004e-06,0.920125
3,4.20618,4.23128,7.27493,0.0210596,0.173078,0.174694,2.84225,0.00143928,0.891993,0.917098,6.41676,0.0204325,0.0694349,0.0710514,1.11272,0.000178063,, , 0.231287,1.44982,0.127988,5.23262,3.22804,6.41676,0.0204325,0.0293457,0.0904564,0.0417726,0.00825727,0.00755516,0.204585,1.11272,0.000178063,1.73961
4,6.17645,6.23312,7.76761,0.040512,0.276786,0.280185,5.65857,0.00114008,1.10245,1.15913,6.41679,0.0392579,0.134275,0.137675,2.20056,0.000277634,, , 0.463846,1.54823,0.249511,8.74862,4.6985,6.41679,0.0392579,0.0584488,0.179312,0.0761984,0.0164395,0.0118465,0.284231,2.20056,0.000277634,3.46485
5,1.53001,1.55087,7.03827,0.0672345,0.0879408,0.0891176,7.70087,0.000169147,0.274307,0.295164,5.50245,0.0647262,0.0483849,0.0495617,0.787032,5.50262e-05,, , 0.170713,0.307138,0.0916197,6.2831,1.66101,5.50245,0.0647262,0.116473,0.0678717,0.024022,0.00605279,0.017688,0.0855392,0.787032,5.50262e-05,6.90454
6,2.44345,2.48748,8.44027,0.146323,0.15047,0.153214,15.3482,0.00033468,0.44672,0.490748,5.5029,0.141306,0.0964613,0.0992053,1.52083,0.000216492,, , 0.34695,0.409594,0.180924,11.9572,2.76803,5.5029,0.141306,0.232886,0.136879,0.0467762,0.0120117,0.0313899,0.125166,1.52083,0.000216492,13.8055
7,0.470014,0.471156,9.57556,0.257398,0.0296001,0.0299163,49.3662,0.000251758,0.385776,0.386918,0.0130654,0.240312,0.0162744,0.0165906,0.203443,3.45337e-05,, , 0.00991116,0.757676,0.00510665,12.0326,0.287717,0.0130654,0.240312,0.827824,0.0133532,0.0183357,0.00117614,0.107445,0.0520212,0.203443,3.45337e-05,49.0734
8,0.0286207,0.0287572,0.0180595,0.000761736,0.000539279,0.000545308,0.0602466,3.78912e-07,0.0019847,0.00212121,0.00208864,0.000740881,8.74257e-05,9.34551e-05,0.000227485,1.13745e-07,, , 0.00127219,0.00218914,0.000644581,0.0803593,0.0212412,0.00208864,0.000740881,0.00101147,7.3653e-05,8.89254e-05,1.83023e-05,0.000321226,0.00074128,0.000227485,1.13745e-07,0.0599602
Total,37.9398,30.1838,53.2743,0.543465,1.29212,1.23235,84.5631,0.00345233,6.90211,6.99165,34.7025,0.516631,0.558348,0.553027,8.51925,0.000774041,, , 1.8226,11.0806,0.990543,66.3248,24.21,34.7025,0.516631,1.2825,0.707289,0.339823,0.0642641,0.186405,1.4432,8.51925,0.000774041,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11716,0.00820066,1.51238,19.1479,0.0203613,3.75505
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96138,0,1.81752,0.00102654,0.0727736,0,0.111504,5.09847e-06,0.115936,0,1.23285,0.0010195,0.0183277,0,0.0876581,5.00897e-06,, , 0.0678341,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.013495,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.00897e-06,0.0585562
2,15.1235,15.181,11.342,0.00926343,0.500727,0.50452,3.47522,0.000134709,3.6828,3.74031,9.61548,0.00894992,0.174901,0.178694,2.60677,7.95764e-06,, , 0.530488,6.59864,0.293982,15.1163,9.97854,9.61548,0.00894992,0.0155217,0.205501,0.129148,0.0189465,0.00853657,0.640836,2.60677,7.95764e-06,0.920125
3,4.20767,4.23278,7.27397,0.0203659,0.172592,0.174446,2.80604,0.000950307,0.893487,0.918591,6.4158,0.0197388,0.0689492,0.070803,1.0765,0.000116942,, , 0.234274,1.44982,0.127988,5.23262,3.22804,6.4158,0.0197388,0.0293457,0.0897714,0.0417726,0.00820819,0.00755516,0.204585,1.0765,0.000116942,1.73961
4,6.1765,6.23317,7.7676,0.0387762,0.274465,0.277871,5.65857,0.000419331,1.10251,1.15918,6.41678,0.0375221,0.131954,0.135361,2.20056,9.7446e-05,, , 0.46395,1.54823,0.249511,8.74862,4.6985,6.41678,0.0375221,0.0584488,0.174679,0.0761984,0.016438,0.0118465,0.284231,2.20056,9.7446e-05,3.46485
5,1.52974,1.5506,7.03856,0.0643758,0.0879682,0.0890731,7.70974,0.00013112,0.274038,0.294894,5.50274,0.0618675,0.0484122,0.0495172,0.795903,3.60127e-05,, , 0.170175,0.307138,0.0916197,6.2831,1.66101,5.50274,0.0618675,0.116473,0.0678397,0.024022,0.00606765,0.017688,0.0855392,0.795903,3.60127e-05,6.90454
6,2.4447,2.48873,8.44001,0.141723,0.150603,0.153475,15.3482,0.000278134,0.447976,0.492004,5.50264,0.136706,0.0965942,0.099466,1.52081,0.000159945,, , 0.349461,0.409594,0.180924,11.9572,2.76803,5.50264,0.136706,0.232886,0.137299,0.0467762,0.0119853,0.0313899,0.125166,1.52081,0.000159945,13.8055
7,0.470119,0.471261,9.57554,0.267047,0.0296623,0.0299832,49.3644,0.000257523,0.385881,0.387023,0.0130464,0.249961,0.0163365,0.0166574,0.201692,4.02987e-05,, , 0.010121,0.757676,0.00510665,12.0326,0.287717,0.0130464,0.249961,0.827824,0.0134831,0.0183357,0.00117517,0.107445,0.0520212,0.201692,4.02987e-05,49.0734
8,0.028611,0.0287475,0.0180441,0.000680472,0.000539234,0.000545323,0.0602466,3.48589e-07,0.00197498,0.00211149,0.00207326,0.000659617,8.73812e-05,9.347e-05,0.000227484,8.34228e-08,, , 0.00125275,0.00218914,0.000644581,0.0803593,0.0212412,0.00207326,0.000659617,0.00101147,7.36358e-05,8.89254e-05,1.82901e-05,0.000321226,0.00074128,0.000227484,8.34228e-08,0.0599602
Total,37.9422,30.1863,53.2732,0.543259,1.28933,1.22991,84.5339,0.00217657,6.9046,6.99411,34.7014,0.516425,0.555563,0.550592,8.49013,0.000463694,, , 1.82755,11.0806,0.990543,66.3248,24.21,34.7014,0.516425,1.2825,0.702141,0.339823,0.0641904,0.186405,1.4432,8.49013,0.000463694,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11803,0.00820041,1.51233,19.2171,0.0203597,3.75477
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96007,0,1.81504,0.00102029,0.0693633,0,0.106323,3.71115e-06,0.114617,0,1.23036,0.00101325,0.0149174,0,0.0824771,3.62166e-06,, , 0.0665152,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.00101325,0.000987789,0.0101129,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,3.62166e-06,0.0585562
2,15.1226,15.1801,11.3448,0.00860701,0.505002,0.507386,3.72441,7.02452e-05,3.68187,3.73938,9.61833,0.00829349,0.179176,0.18156,2.85597,3.92865e-06,, , 0.528628,6.59864,0.293982,15.1163,9.97854,9.61833,0.00829349,0.0155217,0.212351,0.129148,0.0192377,0.00853657,0.640836,2.85597,3.92865e-06,0.920125
3,4.21227,4.23738,7.27201,0.0128906,0.173113,0.175451,2.73355,0.000143949,0.898087,0.923191,6.41384,0.0122635,0.0694702,0.0718088,1.00402,1.61469e-05,, , 0.243474,1.44982,0.127988,5.23262,3.22804,6.41384,0.0122635,0.0293457,0.0913986,0.0417726,0.0081079,0.00755516,0.204585,1.00402,1.61469e-05,1.73961
