Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
5,1.53109,1.55195,7.03734,0.0840125,0.0881585,0.0895651,7.67425,0.00105677,0.27539,0.296246,5.50152,0.0815042,0.0486025,0.0500091,0.760409,0.000498838,, , 0.172878,0.307138,0.0916197,6.2831,1.66101,5.50152,0.0815042,0.116473,0.0685843,0.024022,0.00600527,0.017688,0.0855392,0.760409,0.000498838,6.90454
6,2.44773,2.49176,8.43929,0.154524,0.151455,0.154683,15.2949,0.000362154,0.451001,0.495029,5.50192,0.149507,0.0974459,0.100674,1.46754,0.000243965,, , 0.355511,0.409594,0.180924,11.9572,2.76803,5.50192,0.149507,0.232886,0.139432,0.0467762,0.0119116,0.0313899,0.125166,1.46754,0.000243965,13.8055
7,0.470137,0.471279,9.57546,0.29814,0.0297575,0.0300977,49.3609,0.000255294,0.385899,0.387041,0.0129684,0.281054,0.0164318,0.0167719,0.198186,3.80692e-05,, , 0.0101573,0.757676,0.00510665,12.0326,0.287717,0.0129684,0.281054,0.827824,0.0136969,0.0183357,0.00117118,0.107445,0.0520212,0.198186,3.80692e-05,49.0734
8,0.0286156,0.0287521,0.0180859,0.00118805,0.000539342,0.00054527,0.0602488,4.04347e-07,0.00197962,0.00211612,0.002115,0.00116719,8.74888e-05,9.34164e-05,0.000229628,1.3918e-07,, , 0.00126202,0.00218914,0.000644581,0.0803593,0.0212412,0.002115,0.00116719,0.00101147,7.36564e-05,8.89254e-05,1.83234e-05,0.000321226,0.00074128,0.000229628,1.3918e-07,0.0599602
Total,37.9515,30.1956,53.2716,0.613747,1.29799,1.23949,84.4054,0.00491985,6.91388,7.00338,34.6998,0.586913,0.564223,0.560172,8.36162,0.00128097,, , 1.8461,11.0806,0.990543,66.3248,24.21,34.6998,0.586913,1.2825,0.720572,0.339823,0.0639995,0.186405,1.4432,8.36162,0.00128097,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12065,0.00819454,1.51125,19.4388,0.0203236,3.7481
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96014,0,1.81504,0.00103279,0.0693781,0,0.106323,7.89214e-06,0.114692,0,1.23036,0.00102575,0.0149322,0,0.0824771,7.80264e-06,, , 0.0665901,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.00102575,0.000987789,0.0101278,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,7.80264e-06,0.0585562
2,15.1238,15.1813,11.3454,0.0086569,0.506108,0.508219,3.77976,7.54612e-05,3.68312,3.74063,9.61888,0.00834338,0.180282,0.182393,2.91131,4.25465e-06,, , 0.531131,6.59864,0.293982,15.1163,9.97854,9.61888,0.00834338,0.0155217,0.214233,0.129148,0.0192943,0.00853657,0.640836,2.91131,4.25465e-06,0.920125
3,4.21111,4.23622,7.27174,0.0125149,0.171355,0.173758,2.72146,0.000283978,0.896926,0.922031,6.41357,0.0118879,0.0677124,0.0701157,0.99193,3.36505e-05,, , 0.241153,1.44982,0.127988,5.23262,3.22804,6.41357,0.0118879,0.0293457,0.087961,0.0417726,0.00809452,0.00755516,0.204585,0.99193,3.36505e-05,1.73961
4,6.18499,6.24166,7.76556,0.0350598,0.276408,0.280822,5.51365,0.000149166,1.111,1.16767,6.41474,0.0338057,0.133898,0.138311,2.05564,2.99048e-05,, , 0.480932,1.54823,0.249511,8.74862,4.6985,6.41474,0.0338057,0.0584488,0.179782,0.0761984,0.0162298,0.0118465,0.284231,2.05564,2.99048e-05,3.46485
5,1.5333,1.55416,7.03667,0.0699984,0.0881677,0.089739,7.65649,0.00040296,0.277599,0.298456,5.50085,0.0674901,0.0486118,0.050183,0.74265,0.000171933,, , 0.177297,0.307138,0.0916197,6.2831,1.66101,5.50085,0.0674901,0.116473,0.0688015,0.024022,0.00597122,0.017688,0.0855392,0.74265,0.000171933,6.90454
6,2.44874,2.49277,8.43943,0.156856,0.151109,0.154268,15.3127,0.000472187,0.452016,0.496044,5.50206,0.151839,0.0971005,0.100259,1.4853,0.000353998,, , 0.357542,0.409594,0.180924,11.9572,2.76803,5.50206,0.151839,0.232886,0.138658,0.0467762,0.0119259,0.0313899,0.125166,1.4853,0.000353998,13.8055
7,0.470095,0.471237,9.5756,0.135557,0.0298259,0.0301333,49.3679,0.000229545,0.385857,0.386999,0.0131013,0.118471,0.0165002,0.0168075,0.205195,1.23201e-05,, , 0.0100729,0.757676,0.00510665,12.0326,0.287717,0.0131013,0.118471,0.827824,0.0137941,0.0183357,0.00117797,0.107445,0.0520212,0.205195,1.23201e-05,49.0734
8,0.0286224,0.0287589,0.0180447,0.000669587,0.000539287,0.000545374,0.0602466,3.40874e-07,0.00198637,0.00212288,0.00207381,0.000648732,8.74338e-05,9.35205e-05,0.000227484,7.57077e-08,, , 0.00127554,0.00218914,0.000644581,0.0803593,0.0212412,0.00207381,0.000648732,0.00101147,7.37384e-05,8.89254e-05,1.82905e-05,0.000321226,0.00074128,0.000227484,7.57077e-08,0.0599602
Total,37.9608,30.2062,53.2675,0.420345,1.29289,1.23748,84.5185,0.00162153,6.9232,7.01395,34.6956,0.393511,0.559125,0.558164,8.47473,0.000613939,, , 1.86599,11.0806,0.990543,66.3248,24.21,34.6956,0.393511,1.2825,0.713431,0.339823,0.0640351,0.186405,1.4432,8.47473,0.000613939,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11815,0.00820649,1.51345,19.2253,0.0203972,3.76168
