Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11817,0.00818972,1.51036,19.2304,0.0202939,3.74264
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00103279,0.072771,0,0.111504,7.88137e-06,0.115921,0,1.23285,0.00102575,0.018325,0,0.0876581,7.79188e-06,, , 0.0678185,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00102575,0.000987789,0.0134923,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.79188e-06,0.0585562
2,15.1237,15.1812,11.3419,0.0100589,0.500769,0.504633,3.47521,0.000427826,3.68299,3.7405,9.61533,0.00974537,0.174943,0.178807,2.60676,2.62775e-05,, , 0.530867,6.59864,0.293982,15.1163,9.97854,9.61533,0.00974537,0.0155217,0.205671,0.129148,0.0189318,0.00853657,0.640836,2.60676,2.62775e-05,0.920125
3,4.2072,4.2323,7.27453,0.0201885,0.173117,0.174831,2.83018,0.000660886,0.893013,0.918117,6.41636,0.0195615,0.0694741,0.0711882,1.10065,8.07641e-05,, , 0.233326,1.44982,0.127988,5.23262,3.22804,6.41636,0.0195615,0.0293457,0.0906527,0.0417726,0.00823707,0.00755516,0.204585,1.10065,8.07641e-05,1.73961
4,6.17734,6.23401,7.76749,0.0402829,0.275877,0.279338,5.65857,0.000620573,1.10335,1.16002,6.41667,0.0390288,0.133367,0.136828,2.20055,0.000147756,, , 0.465632,1.54823,0.249511,8.74862,4.6985,6.41667,0.0390288,0.0584488,0.17757,0.0761984,0.0164268,0.0118465,0.284231,2.20055,0.000147756,3.46485
5,1.52946,1.55032,7.03843,0.0772366,0.0879452,0.0890823,7.70087,0.0007357,0.273758,0.294614,5.50261,0.0747283,0.0483893,0.0495263,0.787036,0.000338303,, , 0.169614,0.307138,0.0916197,6.2831,1.66101,5.50261,0.0747283,0.116473,0.0678326,0.024022,0.00606101,0.017688,0.0855392,0.787036,0.000338303,6.90454
6,2.44406,2.48808,8.44018,0.145074,0.150524,0.153313,15.3482,0.000311798,0.447328,0.491356,5.50281,0.140057,0.0965152,0.0993046,1.52082,0.000193609,, , 0.348166,0.409594,0.180924,11.9572,2.76803,5.50281,0.140057,0.232886,0.137041,0.0467762,0.0120023,0.0313899,0.125166,1.52082,0.000193609,13.8055
7,0.470087,0.471229,9.57553,0.22947,0.029733,0.0300559,49.3644,0.000247176,0.385849,0.386991,0.0130384,0.212384,0.0164073,0.0167302,0.201691,2.99518e-05,, , 0.0100579,0.757676,0.00510665,12.0326,0.287717,0.0130384,0.212384,0.827824,0.0136271,0.0183357,0.00117476,0.107445,0.0520212,0.201691,2.99518e-05,49.0734
8,0.0286157,0.0287522,0.0180376,0.000641451,0.000539105,0.000545219,0.0602466,3.37848e-07,0.00197967,0.00211618,0.00206668,0.000620595,8.72521e-05,9.33664e-05,0.000227483,7.26813e-08,, , 0.00126214,0.00218914,0.000644581,0.0803593,0.0212412,0.00206668,0.000620595,0.00101147,7.34082e-05,8.89254e-05,1.82848e-05,0.000321226,0.00074128,0.000227483,7.26813e-08,0.0599602
Total,37.9418,30.1859,53.2736,0.523985,1.29128,1.2318,84.5492,0.00301218,6.90419,6.99371,34.7017,0.497151,0.557508,0.552477,8.50539,0.000824526,, , 1.82674,11.0806,0.990543,66.3248,24.21,34.7017,0.497151,1.2825,0.705959,0.339823,0.0642034,0.186405,1.4432,8.50539,0.000824526,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11754,0.00820174,1.51258,19.1782,0.0203679,3.75628
