Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00102654,0.0727751,0,0.111504,6.12454e-06,0.115945,0,1.23285,0.0010195,0.0183292,0,0.0876581,6.03504e-06,, , 0.0678429,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134965,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.03504e-06,0.0585562
2,15.1248,15.1823,11.342,0.0105343,0.500787,0.504591,3.47522,0.000714811,3.68408,3.74158,9.61545,0.0102208,0.174962,0.178765,2.60677,4.4214e-05,, , 0.533038,6.59864,0.293982,15.1163,9.97854,9.61545,0.0102208,0.0155217,0.205635,0.129148,0.0189442,0.00853657,0.640836,2.60677,4.4214e-05,0.920125
3,4.20615,4.23125,7.27536,0.0218282,0.174184,0.175694,2.85432,0.00129913,0.891964,0.917069,6.41719,0.0212012,0.0705415,0.0720519,1.12479,0.000160545,, , 0.231228,1.44982,0.127988,5.23262,3.22804,6.41719,0.0212012,0.0293457,0.0925416,0.0417726,0.0082792,0.00755516,0.204585,1.12479,0.000160545,1.73961
4,6.18194,6.23861,7.7665,0.0422698,0.280318,0.284268,5.58613,0.000899588,1.10795,1.16462,6.41568,0.0410157,0.137808,0.141757,2.12811,0.00021751,, , 0.474831,1.54823,0.249511,8.74862,4.6985,6.41568,0.0410157,0.0584488,0.187042,0.0761984,0.0163257,0.0118465,0.284231,2.12811,0.00021751,3.46485
5,1.53148,1.55234,7.0371,0.0783689,0.0882313,0.0896975,7.66537,0.000411359,0.27578,0.296636,5.50128,0.0758606,0.0486753,0.0501416,0.751533,0.000176132,, , 0.173658,0.307138,0.0916197,6.2831,1.66101,5.50128,0.0758606,0.116473,0.068802,0.024022,0.00599293,0.017688,0.0855392,0.751533,0.000176132,6.90454
6,2.44737,2.49139,8.4394,0.163793,0.151359,0.154532,15.3127,0.000867824,0.450637,0.494665,5.50203,0.158776,0.0973502,0.100523,1.4853,0.000749635,, , 0.354783,0.409594,0.180924,11.9572,2.76803,5.50203,0.158776,0.232886,0.139174,0.0467762,0.011923,0.0313899,0.125166,1.4853,0.000749635,13.8055
7,0.470129,0.471271,9.57544,0.30682,0.0298163,0.030162,49.3592,0.000258332,0.385891,0.387033,0.0129462,0.289734,0.0164906,0.0168363,0.196433,4.11078e-05,, , 0.010142,0.757676,0.00510665,12.0326,0.287717,0.0129462,0.289734,0.827824,0.0138212,0.0183357,0.00117004,0.107445,0.0520212,0.196433,4.11078e-05,49.0734
8,0.0286114,0.0287479,0.01807,0.0010472,0.000539269,0.000545258,0.0602488,3.84645e-07,0.00197536,0.00211186,0.00209907,0.00102635,8.74162e-05,9.34054e-05,0.000229628,1.19479e-07,, , 0.0012535,0.00218914,0.000644581,0.0803593,0.0212412,0.00209907,0.00102635,0.00101147,7.35855e-05,8.89254e-05,1.83107e-05,0.000321226,0.00074128,0.000229628,1.19479e-07,0.0599602
Total,37.9519,30.1959,53.2714,0.625688,1.29801,1.23949,84.4246,0.00445756,6.91421,7.00372,34.6995,0.598854,0.564244,0.560169,8.38082,0.0013953,, , 1.84678,11.0806,0.990543,66.3248,24.21,34.6995,0.598854,1.2825,0.720586,0.339823,0.0640047,0.186405,1.4432,8.38082,0.0013953,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12019,0.00819371,1.5111,19.3992,0.0203185,3.74716
