Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11976,0.0081867,1.5098,19.3629,0.0202754,3.73922
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96135,0,1.81752,0.00102029,0.0727678,0,0.111504,8.83317e-06,0.115907,0,1.23285,0.00101325,0.0183219,0,0.0876581,8.74368e-06,, , 0.0678044,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134892,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.74368e-06,0.0585562
2,15.125,15.1825,11.3419,0.010909,0.500622,0.50445,3.47521,3.92294e-05,3.68428,3.74179,9.61541,0.0105954,0.174797,0.178625,2.60677,1.99016e-06,, , 0.533446,6.59864,0.293982,15.1163,9.97854,9.61541,0.0105954,0.0155217,0.205334,0.129148,0.0189392,0.00853657,0.640836,2.60677,1.99016e-06,0.920125
3,4.20656,4.23166,7.27542,0.0210877,0.174067,0.175561,2.86638,0.000929234,0.892372,0.917477,6.41725,0.0204606,0.0704239,0.0719187,1.13685,0.000114308,, , 0.232045,1.44982,0.127988,5.23262,3.22804,6.41725,0.0204606,0.0293457,0.0922876,0.0417726,0.00828243,0.00755516,0.204585,1.13685,0.000114308,1.73961
4,6.18157,6.23825,7.76667,0.0425474,0.279853,0.283718,5.58614,0.0010907,1.10758,1.16425,6.41585,0.0412933,0.137342,0.141208,2.12812,0.000265287,, , 0.474098,1.54823,0.249511,8.74862,4.6985,6.41585,0.0412933,0.0584488,0.186009,0.0761984,0.0163431,0.0118465,0.284231,2.12812,0.000265287,3.46485
5,1.53129,1.55215,7.03752,0.0817679,0.0880681,0.0894297,7.67425,0.000912612,0.27559,0.296446,5.5017,0.0792596,0.0485122,0.0498737,0.760414,0.000426759,, , 0.173278,0.307138,0.0916197,6.2831,1.66101,5.5017,0.0792596,0.116473,0.0683493,0.024022,0.00601458,0.017688,0.0855392,0.760414,0.000426759,6.90454
6,2.44679,2.49082,8.43944,0.158217,0.151278,0.154432,15.3127,0.000541496,0.450063,0.49409,5.50207,0.1532,0.0972694,0.100423,1.4853,0.000423307,, , 0.353634,0.409594,0.180924,11.9572,2.76803,5.50207,0.1532,0.232886,0.138989,0.0467762,0.0119271,0.0313899,0.125166,1.4853,0.000423307,13.8055
7,0.470141,0.471283,9.57544,0.369566,0.0297812,0.0301264,49.3592,0.000283212,0.385904,0.387046,0.0129482,0.35248,0.0164555,0.0168007,0.196433,6.59878e-05,, , 0.0101663,0.757676,0.00510665,12.0326,0.287717,0.0129482,0.35248,0.827824,0.0137503,0.0183357,0.00117015,0.107445,0.0520212,0.196433,6.59878e-05,49.0734
8,0.0286124,0.0287489,0.0180667,0.00104408,0.0005393,0.000545302,0.0602466,3.87988e-07,0.0019764,0.0021129,0.00209578,0.00102322,8.74467e-05,9.34486e-05,0.000227485,1.22822e-07,, , 0.00125558,0.00218914,0.000644581,0.0803593,0.0212412,0.00209578,0.00102322,0.00101147,7.36618e-05,8.89254e-05,1.8308e-05,0.000321226,0.00074128,0.000227485,1.22822e-07,0.0599602
Total,37.9513,30.1954,53.272,0.686159,1.29698,1.23826,84.4456,0.0038057,6.91367,7.00321,34.7002,0.659325,0.563209,0.558942,8.40177,0.00130651,, , 1.84573,11.0806,0.990543,66.3248,24.21,34.7002,0.659325,1.2825,0.718282,0.339823,0.0640461,0.186405,1.4432,8.40177,0.00130651,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11975,0.00818968,1.51035,19.3614,0.0202937,3.74259
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96013,0,1.81504,0.00102654,0.0693767,0,0.106323,6.78721e-06,0.11468,0,1.23036,0.0010195,0.0149308,0,0.0824771,6.69772e-06,, , 0.0665779,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.0010195,0.000987789,0.0101263,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,6.69772e-06,0.0585562
2,15.1223,15.1798,11.3446,0.00863667,0.505118,0.507622,3.69674,7.34165e-05,3.6816,3.7391,9.61808,0.00832315,0.179292,0.181797,2.8283,4.12685e-06,, , 0.528085,6.59864,0.293982,15.1163,9.97854,9.61808,0.00832315,0.0155217,0.212728,0.129148,0.0192129,0.00853657,0.640836,2.8283,4.12685e-06,0.920125
3,4.2113,4.23641,7.27174,0.0123594,0.172594,0.174997,2.72146,0.000209418,0.897119,0.922223,6.41358,0.0117323,0.0689515,0.0713546,0.99193,2.43305e-05,, , 0.241538,1.44982,0.127988,5.23262,3.22804,6.41358,0.0117323,0.0293457,0.090439,0.0417726,0.00809456,0.00755516,0.204585,0.99193,2.43305e-05,1.73961
4,6.18469,6.24136,7.76548,0.0387048,0.275965,0.280417,5.51365,0.000322032,1.1107,1.16737,6.41466,0.0374507,0.133455,0.137907,2.05563,7.31212e-05,, , 0.480333,1.54823,0.249511,8.74862,4.6985,6.41466,0.0374507,0.0584488,0.178942,0.0761984,0.0162217,0.0118465,0.284231,2.05563,7.31212e-05,3.46485
5,1.53349,1.55435,7.03634,0.0714953,0.0883004,0.0899532,7.6476,0.000595271,0.277789,0.298645,5.50052,0.068987,0.0487444,0.0503973,0.733767,0.000268088,, , 0.177676,0.307138,0.0916197,6.2831,1.66101,5.50052,0.068987,0.116473,0.0691653,0.024022,0.00595434,0.017688,0.0855392,0.733767,0.000268088,6.90454
6,2.44717,2.4912,8.43953,0.164468,0.150927,0.154038,15.3127,0.000991874,0.450444,0.494472,5.50216,0.159451,0.0969183,0.100029,1.4853,0.000873685,, , 0.354397,0.409594,0.180924,11.9572,2.76803,5.50216,0.159451,0.232886,0.138235,0.0467762,0.0119359,0.0313899,0.125166,1.4853,0.000873685,13.8055
7,0.470073,0.471215,9.57562,0.170585,0.0298114,0.0301119,49.3697,0.000233823,0.385835,0.386977,0.0131289,0.153499,0.0164856,0.0167861,0.206947,1.65984e-05,, , 0.0100291,0.757676,0.00510665,12.0326,0.287717,0.0131289,0.153499,0.827824,0.0137567,0.0183357,0.00117939,0.107445,0.0520212,0.206947,1.65984e-05,49.0734
8,0.0286207,0.0287572,0.0180425,0.000762009,0.000539299,0.000545394,0.0602466,3.48101e-07,0.0019847,0.00212121,0.00207162,0.000741154,8.74454e-05,9.35406e-05,0.000227484,8.2934e-08,, , 0.0012722,0.00218914,0.000644581,0.0803593,0.0212412,0.00207162,0.000741154,0.00101147,7.37718e-05,8.89254e-05,1.82887e-05,0.000321226,0.00074128,0.000227484,8.2934e-08,0.0599602
Total,37.9578,30.2031,53.2664,0.468039,1.29263,1.23769,84.4284,0.00243297,6.92015,7.01092,34.6946,0.441205,0.558865,0.558364,8.38458,0.00126673,, , 1.85991,11.0806,0.990543,66.3248,24.21,34.6946,0.441205,1.2825,0.713466,0.339823,0.0639401,0.186405,1.4432,8.38458,0.00126673,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12032,0.00820376,1.51295,19.4065,0.0203804,3.75858
