Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96135,0,1.81752,0.00103279,0.072767,0,0.111504,8.92904e-06,0.115905,0,1.23285,0.00102575,0.0183211,0,0.0876581,8.83955e-06,, , 0.0678024,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00102575,0.000987789,0.0134883,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.83955e-06,0.0585562
2,15.1255,15.183,11.342,0.0109996,0.501454,0.505267,3.47522,5.86512e-05,3.68476,3.74227,9.61544,0.0106861,0.175628,0.179442,2.60677,3.20402e-06,, , 0.534417,6.59864,0.293982,15.1163,9.97854,9.61544,0.0106861,0.0155217,0.20698,0.129148,0.0189423,0.00853657,0.640836,2.60677,3.20402e-06,0.920125
3,4.20562,4.23073,7.27573,0.0219282,0.174012,0.175431,2.87844,0.000335392,0.891435,0.91654,6.41756,0.0213012,0.0703696,0.0717885,1.14891,4.00773e-05,, , 0.23017,1.44982,0.127988,5.23262,3.22804,6.41756,0.0213012,0.0293457,0.0920874,0.0417726,0.00829811,0.00755516,0.204585,1.14891,4.00773e-05,1.73961
4,6.18139,6.23807,7.76645,0.0399703,0.279885,0.283856,5.58612,0.000483025,1.1074,1.16407,6.41564,0.0387162,0.137375,0.141346,2.12811,0.000113369,, , 0.473738,1.54823,0.249511,8.74862,4.6985,6.41564,0.0387162,0.0584488,0.186201,0.0761984,0.0163211,0.0118465,0.284231,2.12811,0.000113369,3.46485
5,1.53294,1.55379,7.037,0.0773875,0.0882251,0.0897154,7.66537,0.000386804,0.277234,0.298091,5.50118,0.0748792,0.0486692,0.0501594,0.751531,0.000163855,, , 0.176567,0.307138,0.0916197,6.2831,1.66101,5.50118,0.0748792,0.116473,0.0688186,0.024022,0.00598797,0.017688,0.0855392,0.751531,0.000163855,6.90454
6,2.44626,2.49029,8.43936,0.170366,0.15124,0.154433,15.2949,0.0014323,0.449534,0.493562,5.50199,0.165349,0.097231,0.100424,1.46755,0.00131411,, , 0.352577,0.409594,0.180924,11.9572,2.76803,5.50199,0.165349,0.232886,0.13896,0.0467762,0.0119188,0.0313899,0.125166,1.46755,0.00131411,13.8055
7,0.470086,0.471228,9.57551,0.263626,0.0297856,0.0301132,49.3627,0.000248028,0.385848,0.38699,0.0130194,0.24654,0.0164599,0.0167875,0.199939,3.0804e-05,, , 0.0100558,0.757676,0.00510665,12.0326,0.287717,0.0130194,0.24654,0.827824,0.0137379,0.0183357,0.00117379,0.107445,0.0520212,0.199939,3.0804e-05,49.0734
8,0.0286158,0.0287523,0.018087,0.00113642,0.00053935,0.000545274,0.0602488,3.93872e-07,0.00197975,0.00211625,0.00211609,0.00111556,8.74972e-05,9.34206e-05,0.000229629,1.28705e-07,, , 0.00126229,0.00218914,0.000644581,0.0803593,0.0212412,0.00211609,0.00111556,0.00101147,7.36681e-05,8.89254e-05,1.83243e-05,0.000321226,0.00074128,0.000229629,1.28705e-07,0.0599602
Total,37.9517,30.1958,53.2716,0.586446,1.29791,1.23936,84.4345,0.00295353,6.9141,7.00365,34.6998,0.559612,0.564141,0.560041,8.39069,0.00167439,, , 1.84659,11.0806,0.990543,66.3248,24.21,34.6998,0.559612,1.2825,0.720347,0.339823,0.0640117,0.186405,1.4432,8.39069,0.00167439,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11999,0.00819634,1.51158,19.379,0.0203347,3.75014
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00102029,0.0727695,0,0.111504,7.12687e-06,0.115917,0,1.23285,0.00101325,0.0183236,0,0.0876581,7.03738e-06,, , 0.0678147,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134909,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.03738e-06,0.0585562
2,15.1258,15.1834,11.3419,0.0110715,0.500473,0.504326,3.47521,5.62085e-05,3.68513,3.74263,9.61535,0.0107579,0.174647,0.178501,2.60676,3.05136e-06,, , 0.535144,6.59864,0.293982,15.1163,9.97854,9.61535,0.0107579,0.0155217,0.205066,0.129148,0.0189339,0.00853657,0.640836,2.60676,3.05136e-06,0.920125
3,4.20578,4.23088,7.27567,0.0208464,0.174103,0.175536,2.86639,0.000598261,0.891591,0.916696,6.4175,0.0202194,0.0704605,0.0718933,1.13686,7.2936e-05,, , 0.230483,1.44982,0.127988,5.23262,3.22804,6.4175,0.0202194,0.0293457,0.0922859,0.0417726,0.00829526,0.00755516,0.204585,1.13686,7.2936e-05,1.73961
4,6.18132,6.238,7.76641,0.0377696,0.28003,0.284022,5.56199,0.000168272,1.10733,1.16401,6.41559,0.0365155,0.13752,0.141512,2.10397,3.46811e-05,, , 0.473603,1.54823,0.249511,8.74862,4.6985,6.41559,0.0365155,0.0584488,0.186517,0.0761984,0.0163168,0.0118465,0.284231,2.10397,3.46811e-05,3.46485
5,1.53165,1.5525,7.03723,0.0796875,0.0881979,0.0896306,7.66537,0.000558096,0.275942,0.296798,5.50141,0.0771792,0.0486419,0.0500747,0.751536,0.000249501,, , 0.173983,0.307138,0.0916197,6.2831,1.66101,5.50141,0.0771792,0.116473,0.0686947,0.024022,0.00599986,0.017688,0.0855392,0.751536,0.000249501,6.90454
6,2.44732,2.49135,8.43931,0.147259,0.151464,0.154683,15.2949,0.000259042,0.450591,0.494619,5.50194,0.142242,0.0974549,0.100674,1.46754,0.000140854,, , 0.354691,0.409594,0.180924,11.9572,2.76803,5.50194,0.142242,0.232886,0.139439,0.0467762,0.0119134,0.0313899,0.125166,1.46754,0.000140854,13.8055
7,0.470109,0.471251,9.57545,0.39133,0.0297367,0.0300814,49.3592,0.000299712,0.385871,0.387013,0.0129501,0.374244,0.016411,0.0167557,0.196433,8.24879e-05,, , 0.0101016,0.757676,0.00510665,12.0326,0.287717,0.0129501,0.374244,0.827824,0.0136608,0.0183357,0.00117025,0.107445,0.0520212,0.196433,8.24879e-05,49.0734
8,0.028615,0.0287515,0.0180765,0.000650826,0.00053933,0.000545294,0.0602488,3.38154e-07,0.00197901,0.00211552,0.00210566,0.00062997,8.74772e-05,9.34409e-05,0.000229628,7.29875e-08,, , 0.00126081,0.00218914,0.000644581,0.0803593,0.0212412,0.00210566,0.00062997,0.00101147,7.36768e-05,8.89254e-05,1.83159e-05,0.000321226,0.00074128,0.000229628,7.29875e-08,0.0599602
Total,37.952,30.1961,53.2715,0.689635,1.29731,1.23882,84.3948,0.00194706,6.91435,7.00388,34.6997,0.662802,0.563546,0.559504,8.35099,0.000590621,, , 1.84708,11.0806,0.990543,66.3248,24.21,34.6997,0.662802,1.2825,0.719228,0.339823,0.0639992,0.186405,1.4432,8.35099,0.000590621,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12101,0.00818939,1.5103,19.4647,0.0202919,3.74226
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96013,0,1.81504,0.00100779,0.0693762,0,0.106323,3.67318e-06,0.114684,0,1.23036,0.00100075,0.0149303,0,0.0824771,3.58368e-06,, , 0.0665812,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.00100075,0.000987789,0.0101258,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,3.58368e-06,0.0585562
