Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11984,0.00819542,1.51141,19.3674,0.020329,3.74909
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96138,0,1.81752,0.00105154,0.0727732,0,0.111504,1.05951e-05,0.115933,0,1.23285,0.0010445,0.0183273,0,0.0876581,1.05056e-05,, , 0.0678311,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010445,0.000987789,0.0134945,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,1.05056e-05,0.0585562
2,15.1251,15.1826,11.3419,0.0109048,0.500676,0.504527,3.47521,0.000408327,3.68434,3.74185,9.61536,0.0105913,0.17485,0.178701,2.60676,2.50587e-05,, , 0.533573,6.59864,0.293982,15.1163,9.97854,9.61536,0.0105913,0.0155217,0.205469,0.129148,0.0189344,0.00853657,0.640836,2.60676,2.50587e-05,0.920125
3,4.20591,4.23101,7.27568,0.0214409,0.174149,0.175579,2.86639,0.000393466,0.891724,0.916829,6.41751,0.0208139,0.0705061,0.0719362,1.13686,4.73365e-05,, , 0.230748,1.44982,0.127988,5.23262,3.22804,6.41751,0.0208139,0.0293457,0.0923739,0.0417726,0.00829581,0.00755516,0.204585,1.13686,4.73365e-05,1.73961
4,6.182,6.23867,7.76655,0.0407053,0.280135,0.284057,5.58613,0.000796562,1.10801,1.16468,6.41574,0.0394512,0.137625,0.141547,2.12811,0.000191754,, , 0.474956,1.54823,0.249511,8.74862,4.6985,6.41574,0.0394512,0.0584488,0.186642,0.0761984,0.0163313,0.0118465,0.284231,2.12811,0.000191754,3.46485
5,1.5322,1.55306,7.0371,0.0852212,0.0882351,0.0897005,7.66537,0.00107015,0.276498,0.297354,5.50128,0.0827129,0.0486792,0.0501445,0.751533,0.000505526,, , 0.175094,0.307138,0.0916197,6.2831,1.66101,5.50128,0.0827129,0.116473,0.0688085,0.024022,0.00599312,0.017688,0.0855392,0.751533,0.000505526,6.90454
6,2.44884,2.49286,8.43914,0.155627,0.151562,0.154862,15.2949,0.00043487,0.452107,0.496135,5.50177,0.15061,0.0975533,0.100853,1.46754,0.000316681,, , 0.357723,0.409594,0.180924,11.9572,2.76803,5.50177,0.15061,0.232886,0.139734,0.0467762,0.0118967,0.0313899,0.125166,1.46754,0.000316681,13.8055
7,0.470079,0.471221,9.57548,0.264239,0.0296678,0.0300041,49.3609,0.000247913,0.385841,0.386983,0.012984,0.247153,0.0163421,0.0166784,0.198186,3.06882e-05,, , 0.0100408,0.757676,0.00510665,12.0326,0.287717,0.012984,0.247153,0.827824,0.0135128,0.0183357,0.00117198,0.107445,0.0520212,0.198186,3.06882e-05,49.0734
8,0.0286175,0.028754,0.0180452,0.000910857,0.000539279,0.000545364,0.0602466,3.67184e-07,0.00198149,0.00211799,0.00207436,0.000890002,8.74263e-05,9.35108e-05,0.000227484,1.02018e-07,, , 0.00126576,0.00218914,0.000644581,0.0803593,0.0212412,0.00207436,0.000890002,0.00101147,7.37207e-05,8.89254e-05,1.82909e-05,0.000321226,0.00074128,0.000227484,1.02018e-07,0.0599602
Total,37.9541,30.1982,53.2714,0.580101,1.29774,1.23927,84.4207,0.00336225,6.91644,7.00595,34.6996,0.553267,0.56397,0.559954,8.37687,0.00112765,, , 1.85123,11.0806,0.990543,66.3248,24.21,34.6996,0.553267,1.2825,0.720108,0.339823,0.0639929,0.186405,1.4432,8.37687,0.00112765,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12033,0.00819647,1.5116,19.4088,0.0203354,3.75029
