Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96138,0,1.81752,0.00101404,0.0727729,0,0.111504,6.05936e-06,0.115933,0,1.23285,0.001007,0.018327,0,0.0876581,5.96987e-06,, , 0.0678306,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.001007,0.000987789,0.0134943,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.96987e-06,0.0585562
2,15.1247,15.1822,11.3419,0.0109751,0.500526,0.504378,3.47521,0.000378941,3.68399,3.74149,9.61536,0.0106616,0.1747,0.178552,2.60676,2.32221e-05,, , 0.532864,6.59864,0.293982,15.1163,9.97854,9.61536,0.0106616,0.0155217,0.20517,0.129148,0.0189342,0.00853657,0.640836,2.60676,2.32221e-05,0.920125
3,4.20599,4.2311,7.27544,0.0217011,0.174115,0.175605,2.86638,0.00077848,0.891806,0.91691,6.41727,0.021074,0.0704726,0.0719619,1.13685,9.54633e-05,, , 0.230912,1.44982,0.127988,5.23262,3.22804,6.41727,0.021074,0.0293457,0.0923784,0.0417726,0.00828355,0.00755516,0.204585,1.13685,9.54633e-05,1.73961
4,6.18144,6.23812,7.76671,0.0409025,0.280065,0.283908,5.58614,0.000731259,1.10745,1.16413,6.4159,0.0396484,0.137555,0.141398,2.12813,0.000175428,, , 0.473841,1.54823,0.249511,8.74862,4.6985,6.4159,0.0396484,0.0584488,0.186406,0.0761984,0.0163477,0.0118465,0.284231,2.12813,0.000175428,3.46485
5,1.53192,1.55277,7.03752,0.0742139,0.0880828,0.0894448,7.67425,0.0002799,0.276215,0.297071,5.5017,0.0717056,0.0485269,0.0498888,0.760414,0.000110403,, , 0.174528,0.307138,0.0916197,6.2831,1.66101,5.5017,0.0717056,0.116473,0.0683792,0.024022,0.0060145,0.017688,0.0855392,0.760414,0.000110403,6.90454
6,2.44677,2.4908,8.43948,0.133194,0.15122,0.154352,15.3127,0.000183533,0.450043,0.494071,5.50211,0.128177,0.0972115,0.100343,1.4853,6.5344e-05,, , 0.353595,0.409594,0.180924,11.9572,2.76803,5.50211,0.128177,0.232886,0.138847,0.0467762,0.0119315,0.0313899,0.125166,1.4853,6.5344e-05,13.8055
7,0.470144,0.471286,9.57548,0.274211,0.0298509,0.0301859,49.3627,0.000250365,0.385907,0.387049,0.0129891,0.257125,0.0165251,0.0168602,0.199938,3.31403e-05,, , 0.0101724,0.757676,0.00510665,12.0326,0.287717,0.0129891,0.257125,0.827824,0.0138775,0.0183357,0.00117224,0.107445,0.0520212,0.199938,3.31403e-05,49.0734
8,0.028616,0.0287525,0.0180661,0.000876386,0.000539315,0.000545319,0.0602466,3.63801e-07,0.00197998,0.00211648,0.00209523,0.000855531,8.74622e-05,9.34662e-05,0.000227485,9.86339e-08,, , 0.00126274,0.00218914,0.000644581,0.0803593,0.0212412,0.00209523,0.000855531,0.00101147,7.36953e-05,8.89254e-05,1.83076e-05,0.000321226,0.00074128,0.000227485,9.86339e-08,0.0599602
Total,37.951,30.195,53.2721,0.557088,1.29717,1.23842,84.4491,0.0026089,6.91332,7.00284,34.7003,0.530254,0.563405,0.559098,8.40528,0.000509069,, , 1.84501,11.0806,0.990543,66.3248,24.21,34.7003,0.530254,1.2825,0.718627,0.339823,0.0640533,0.186405,1.4432,8.40528,0.000509069,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11969,0.00819839,1.51196,19.3551,0.0203473,3.75247
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96009,0,1.81504,0.00108904,0.0693697,0,0.106323,4.80533e-06,0.114646,0,1.23036,0.001082,0.0149238,0,0.0824771,4.71584e-06,, , 0.0665432,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.001082,0.000987789,0.0101194,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,4.71584e-06,0.0585562
2,15.1244,15.1819,11.3446,0.00981062,0.505481,0.507967,3.69675,0.000450439,3.68367,3.74117,9.61812,0.0094971,0.179656,0.182141,2.8283,2.76908e-05,, , 0.532219,6.59864,0.293982,15.1163,9.97854,9.61812,0.0094971,0.0155217,0.213432,0.129148,0.0192169,0.00853657,0.640836,2.8283,2.76908e-05,0.920125
3,4.21106,4.23617,7.27167,0.0122357,0.171818,0.174239,2.72146,0.000127848,0.896877,0.921982,6.4135,0.0116087,0.068175,0.0705963,0.991927,1.41343e-05,, , 0.241054,1.44982,0.127988,5.23262,3.22804,6.4135,0.0116087,0.0293457,0.0889078,0.0417726,0.00809081,0.00755516,0.204585,0.991927,1.41343e-05,1.73961
4,6.18504,6.24171,7.76581,0.0366502,0.276518,0.280808,5.53781,0.000160175,1.11105,1.16772,6.41499,0.0353961,0.134008,0.138297,2.0798,3.2657e-05,, , 0.481036,1.54823,0.249511,8.74862,4.6985,6.41499,0.0353961,0.0584488,0.179852,0.0761984,0.0162553,0.0118465,0.284231,2.0798,3.2657e-05,3.46485
5,1.53357,1.55443,7.03649,0.0713821,0.0883027,0.0899178,7.64761,0.000737433,0.277866,0.298723,5.50067,0.0688738,0.0487468,0.0503618,0.733771,0.000339169,, , 0.177832,0.307138,0.0916197,6.2831,1.66101,5.50067,0.0688738,0.116473,0.0691244,0.024022,0.00596215,0.017688,0.0855392,0.733771,0.000339169,6.90454
6,2.44629,2.49032,8.43956,0.140332,0.151005,0.154099,15.3127,0.000226639,0.449559,0.493587,5.50219,0.135315,0.0969959,0.10009,1.48531,0.00010845,, , 0.352627,0.409594,0.180924,11.9572,2.76803,5.50219,0.135315,0.232886,0.13837,0.0467762,0.0119393,0.0313899,0.125166,1.48531,0.00010845,13.8055
7,0.470155,0.471297,9.57561,0.199319,0.0298199,0.0301241,49.3679,0.000237733,0.385917,0.387059,0.013114,0.182233,0.0164942,0.0167984,0.205196,2.05083e-05,, , 0.0101931,0.757676,0.00510665,12.0326,0.287717,0.013114,0.182233,0.827824,0.0137783,0.0183357,0.00117862,0.107445,0.0520212,0.205196,2.05083e-05,49.0734
8,0.0286206,0.0287572,0.0180447,0.000763654,0.000539299,0.000545385,0.0602466,3.47015e-07,0.00198463,0.00212113,0.00207381,0.000742798,8.74455e-05,9.35322e-05,0.000227484,8.18486e-08,, , 0.00127205,0.00218914,0.000644581,0.0803593,0.0212412,0.00207381,0.000742798,0.00101147,7.37618e-05,8.89254e-05,1.82905e-05,0.000321226,0.00074128,0.000227484,8.18486e-08,0.0599602
Total,37.9592,30.2046,53.2669,0.471582,1.29285,1.2377,84.4508,0.00194542,6.92156,7.01237,34.695,0.444748,0.559087,0.558379,8.407,0.000547407,, , 1.86278,11.0806,0.990543,66.3248,24.21,34.695,0.444748,1.2825,0.713658,0.339823,0.0639844,0.186405,1.4432,8.407,0.000547407,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11978,0.0082033,1.51286,19.3618,0.0203775,3.75805
