Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00101404,0.0727682,0,0.111504,6.78772e-06,0.11591,0,1.23285,0.001007,0.0183223,0,0.0876581,6.69823e-06,, , 0.0678076,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.001007,0.000987789,0.0134896,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.69823e-06,0.0585562
2,15.1232,15.1807,11.3419,0.0106067,0.500666,0.504502,3.47521,0.00153948,3.68251,3.74002,9.61539,0.0102932,0.174841,0.178677,2.60677,9.57557e-05,, , 0.529914,6.59864,0.293982,15.1163,9.97854,9.61539,0.0102932,0.0155217,0.205432,0.129148,0.0189375,0.00853657,0.640836,2.60677,9.57557e-05,0.920125
3,4.20741,4.23252,7.27447,0.020795,0.17359,0.175319,2.83018,0.00104448,0.893225,0.91833,6.41631,0.020168,0.0699477,0.071676,1.10064,0.000128713,, , 0.233751,1.44982,0.127988,5.23262,3.22804,6.41631,0.020168,0.0293457,0.091617,0.0417726,0.00823412,0.00755516,0.204585,1.10064,0.000128713,1.73961
4,6.17947,6.23614,7.76686,0.040815,0.277007,0.280776,5.61028,0.000933659,1.10548,1.16215,6.41605,0.0395609,0.134497,0.138266,2.15226,0.000226028,, , 0.469892,1.54823,0.249511,8.74862,4.6985,6.41605,0.0395609,0.0584488,0.180202,0.0761984,0.016363,0.0118465,0.284231,2.15226,0.000226028,3.46485
5,1.53005,1.5509,7.03825,0.0795699,0.0879133,0.0890938,7.70087,0.00102782,0.274343,0.2952,5.50243,0.0770615,0.0483573,0.0495378,0.787032,0.000484363,, , 0.170785,0.307138,0.0916197,6.2831,1.66101,5.50243,0.0770615,0.116473,0.0678211,0.024022,0.00605203,0.017688,0.0855392,0.787032,0.000484363,6.90454
6,2.44415,2.48818,8.43985,0.161584,0.150719,0.15367,15.3304,0.000956892,0.447419,0.491447,5.50248,0.156567,0.0967102,0.0996615,1.50307,0.000838703,, , 0.348347,0.409594,0.180924,11.9572,2.76803,5.50248,0.156567,0.232886,0.137627,0.0467762,0.0119688,0.0313899,0.125166,1.50307,0.000838703,13.8055
7,0.470056,0.471198,9.57554,0.393757,0.0297561,0.0300784,49.3644,0.000322235,0.385818,0.38696,0.0130408,0.376671,0.0164304,0.0167527,0.201691,0.00010501,, , 0.00999561,0.757676,0.00510665,12.0326,0.287717,0.0130408,0.376671,0.827824,0.0136726,0.0183357,0.00117488,0.107445,0.0520212,0.201691,0.00010501,49.0734
8,0.0286208,0.0287573,0.0180392,0.00095621,0.000539265,0.000545373,0.0602466,3.7638e-07,0.00198482,0.00212132,0.00206832,0.000935355,8.7412e-05,9.35199e-05,0.000227484,1.11214e-07,, , 0.00127242,0.00218914,0.000644581,0.0803593,0.0212412,0.00206832,0.000935355,0.00101147,7.37204e-05,8.89254e-05,1.82861e-05,0.000321226,0.00074128,0.000227484,1.11214e-07,0.0599602
Total,37.9443,30.1884,53.2724,0.709098,1.29296,1.23399,84.4832,0.00583173,6.90669,6.99623,34.7006,0.682264,0.559193,0.554665,8.43935,0.00188538,, , 1.83176,11.0806,0.990543,66.3248,24.21,34.7006,0.682264,1.2825,0.709935,0.339823,0.0641,0.186405,1.4432,8.43935,0.00188538,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11899,0.00818905,1.51024,19.3009,0.0202898,3.74188
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96006,0,1.81504,0.00102654,0.0693622,0,0.106323,6.79899e-06,0.114607,0,1.23036,0.0010195,0.0149163,0,0.0824771,6.7095e-06,, , 0.066505,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.0010195,0.000987789,0.0101118,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,6.7095e-06,0.0585562
2,15.126,15.1835,11.3445,0.00984172,0.50489,0.507453,3.69673,0.000253601,3.68525,3.74276,9.61796,0.00952821,0.179064,0.181627,2.82829,1.53884e-05,, , 0.535392,6.59864,0.293982,15.1163,9.97854,9.61796,0.00952821,0.0155217,0.212342,0.129148,0.0192009,0.00853657,0.640836,2.82829,1.53884e-05,0.920125
3,4.21214,4.23725,7.2715,0.0122569,0.170996,0.173459,2.70937,0.000250847,0.897957,0.923062,6.41333,0.0116298,0.0673534,0.0698164,0.979838,2.95092e-05,, , 0.243215,1.44982,0.127988,5.23262,3.22804,6.41333,0.0116298,0.0293457,0.0873151,0.0417726,0.00808217,0.00755516,0.204585,0.979838,2.95092e-05,1.73961
4,6.18394,6.24062,7.76548,0.0312222,0.274164,0.278615,5.51365,7.88961e-05,1.10995,1.16663,6.41467,0.0299681,0.131654,0.136104,2.05563,1.23372e-05,, , 0.478839,1.54823,0.249511,8.74862,4.6985,6.41467,0.0299681,0.0584488,0.175338,0.0761984,0.016222,0.0118465,0.284231,2.05563,1.23372e-05,3.46485
5,1.53311,1.55396,7.03646,0.0692104,0.0881434,0.0897675,7.64761,0.000619223,0.277404,0.298261,5.50064,0.0667021,0.0485874,0.0502115,0.73377,0.000280064,, , 0.176907,0.307138,0.0916197,6.2831,1.66101,5.50064,0.0667021,0.116473,0.0688166,0.024022,0.00596029,0.017688,0.0855392,0.73377,0.000280064,6.90454
6,2.44575,2.48977,8.43971,0.145855,0.150696,0.153717,15.3304,0.000289364,0.449018,0.493046,5.50234,0.140838,0.0966871,0.0997081,1.50306,0.000171175,, , 0.351545,0.409594,0.180924,11.9572,2.76803,5.50234,0.140838,0.232886,0.137665,0.0467762,0.0119544,0.0313899,0.125166,1.50306,0.000171175,13.8055
7,0.4701,0.471242,9.57559,0.121819,0.0298185,0.0301269,49.3679,0.000228346,0.385862,0.387004,0.0130972,0.104733,0.0164928,0.0168012,0.205195,1.11214e-05,, , 0.0100839,0.757676,0.00510665,12.0326,0.287717,0.0130972,0.104733,0.827824,0.0137806,0.0183357,0.00117777,0.107445,0.0520212,0.205195,1.11214e-05,49.0734
8,0.0286151,0.0287516,0.0180568,0.00076205,0.000539246,0.000545286,0.0602466,3.46333e-07,0.00197905,0.00211556,0.00208589,0.000741195,8.73931e-05,9.34331e-05,0.000227485,8.11666e-08,, , 0.00126089,0.00218914,0.000644581,0.0803593,0.0212412,0.00208589,0.000741195,0.00101147,7.36006e-05,8.89254e-05,1.83001e-05,0.000321226,0.00074128,0.000227485,8.11666e-08,0.0599602
Total,37.9597,30.2051,53.2663,0.391995,1.28861,1.23368,84.4323,0.00172742,6.92203,7.01287,34.6945,0.365161,0.554842,0.554362,8.38848,0.000526386,, , 1.86375,11.0806,0.990543,66.3248,24.21,34.6945,0.365161,1.2825,0.705442,0.339823,0.0639389,0.186405,1.4432,8.38848,0.000526386,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12044,0.00820863,1.51385,19.4164,0.0204104,3.76412
