Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12029,0.00819568,1.51146,19.4055,0.0203306,3.7494
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96141,0,1.81752,0.00102029,0.0727776,0,0.111504,7.1376e-06,0.115961,0,1.23285,0.00101325,0.0183317,0,0.0876581,7.04811e-06,, , 0.0678582,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.013499,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.04811e-06,0.0585562
2,15.1249,15.1824,11.3422,0.01058,0.500764,0.504453,3.50291,0.00079963,3.68415,3.74166,9.61569,0.0102665,0.174938,0.178627,2.63446,4.95152e-05,, , 0.533196,6.59864,0.293982,15.1163,9.97854,9.61569,0.0102665,0.0155217,0.20545,0.129148,0.0189679,0.00853657,0.640836,2.63446,4.95152e-05,0.920125
3,4.20575,4.23086,7.27566,0.0208703,0.174115,0.17555,2.86639,0.00113258,0.891568,0.916673,6.41749,0.0202433,0.0704729,0.0719079,1.13686,0.000139726,, , 0.230437,1.44982,0.127988,5.23262,3.22804,6.41749,0.0202433,0.0293457,0.0923134,0.0417726,0.00829479,0.00755516,0.204585,1.13686,0.000139726,1.73961
4,6.18185,6.23853,7.7664,0.0427138,0.280127,0.284127,5.56199,0.00112836,1.10786,1.16454,6.41558,0.0414597,0.137617,0.141617,2.10397,0.000274702,, , 0.474663,1.54823,0.249511,8.74862,4.6985,6.41558,0.0414597,0.0584488,0.18672,0.0761984,0.0163153,0.0118465,0.284231,2.10397,0.000274702,3.46485
5,1.53178,1.55264,7.03729,0.0819136,0.0881519,0.0895694,7.67424,0.00101783,0.276078,0.296935,5.50147,0.0794053,0.048596,0.0500134,0.760408,0.000479369,, , 0.174255,0.307138,0.0916197,6.2831,1.66101,5.50147,0.0794053,0.116473,0.0685843,0.024022,0.00600302,0.017688,0.0855392,0.760408,0.000479369,6.90454
6,2.44705,2.49107,8.43916,0.151738,0.151611,0.154903,15.2949,0.000285631,0.450318,0.494345,5.50179,0.146721,0.0976019,0.100894,1.46754,0.000167443,, , 0.354145,0.409594,0.180924,11.9572,2.76803,5.50179,0.146721,0.232886,0.139822,0.0467762,0.0118983,0.0313899,0.125166,1.46754,0.000167443,13.8055
7,0.470119,0.471261,9.57547,0.265025,0.0297488,0.0300881,49.3609,0.000248649,0.385881,0.387023,0.012972,0.247939,0.0164231,0.0167624,0.198186,3.14243e-05,, , 0.0101212,0.757676,0.00510665,12.0326,0.287717,0.012972,0.247939,0.827824,0.0136784,0.0183357,0.00117136,0.107445,0.0520212,0.198186,3.14243e-05,49.0734
8,0.0286189,0.0287554,0.0180639,0.0010487,0.000539311,0.000545323,0.0602466,3.80179e-07,0.00198292,0.00211943,0.00209303,0.00102784,8.74574e-05,9.34699e-05,0.000227485,1.15012e-07,, , 0.00126863,0.00218914,0.000644581,0.0803593,0.0212412,0.00209303,0.00102784,0.00101147,7.36961e-05,8.89254e-05,1.83058e-05,0.000321226,0.00074128,0.000227485,1.15012e-07,0.0599602
Total,37.9515,30.1955,53.2718,0.57491,1.29784,1.23924,84.4331,0.0046202,6.91381,7.00329,34.6999,0.548076,0.564068,0.559916,8.38931,0.00114934,, , 1.84594,11.0806,0.990543,66.3248,24.21,34.6999,0.548076,1.2825,0.720141,0.339823,0.0640202,0.186405,1.4432,8.38931,0.00114934,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11999,0.00819715,1.51173,19.3833,0.0203396,3.75106
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96021,0,1.81504,0.00102029,0.0693931,0,0.106323,5.76708e-06,0.114766,0,1.23036,0.00101325,0.0149472,0,0.0824771,5.67759e-06,, , 0.0666632,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.00101325,0.000987789,0.0101427,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,5.67759e-06,0.0585562
2,15.1227,15.1802,11.345,0.00556539,0.505565,0.50786,3.75208,1.9919e-05,3.68199,3.7395,9.6185,0.00525187,0.179739,0.182035,2.88363,7.83259e-07,, , 0.528873,6.59864,0.293982,15.1163,9.97854,9.6185,0.00525187,0.0155217,0.21337,0.129148,0.0192561,0.00853657,0.640836,2.88363,7.83259e-07,0.920125
3,4.21162,4.23672,7.27168,0.0130918,0.172022,0.174441,2.72146,0.000422958,0.897432,0.922536,6.41351,0.0124648,0.068379,0.0707981,0.991928,5.10231e-05,, , 0.242164,1.44982,0.127988,5.23262,3.22804,6.41351,0.0124648,0.0293457,0.0893133,0.0417726,0.00809125,0.00755516,0.204585,0.991928,5.10231e-05,1.73961
4,6.18485,6.24152,7.76567,0.0380053,0.276438,0.280795,5.51366,0.000263269,1.11086,1.16753,6.41486,0.0367511,0.133928,0.138284,2.05564,5.84305e-05,, , 0.480655,1.54823,0.249511,8.74862,4.6985,6.41486,0.0367511,0.0584488,0.179772,0.0761984,0.0162415,0.0118465,0.284231,2.05564,5.84305e-05,3.46485
5,1.53275,1.5536,7.03665,0.0724118,0.0882649,0.0898419,7.65649,0.000852602,0.277043,0.297899,5.50083,0.0699035,0.0487089,0.0502859,0.742649,0.000396754,, , 0.176185,0.307138,0.0916197,6.2831,1.66101,5.50083,0.0699035,0.116473,0.0690028,0.024022,0.00597002,0.017688,0.0855392,0.742649,0.000396754,6.90454
6,2.44584,2.48987,8.43972,0.164245,0.150709,0.153723,15.3304,0.00102532,0.449109,0.493137,5.50235,0.159228,0.0967005,0.0997139,1.50306,0.00090713,, , 0.351728,0.409594,0.180924,11.9572,2.76803,5.50235,0.159228,0.232886,0.137682,0.0467762,0.011956,0.0313899,0.125166,1.50306,0.00090713,13.8055
7,0.47009,0.471232,9.57559,0.251938,0.0298401,0.0301501,49.3662,0.00024591,0.385852,0.386994,0.0130908,0.234852,0.0165144,0.0168243,0.203444,2.86855e-05,, , 0.0100634,0.757676,0.00510665,12.0326,0.287717,0.0130908,0.234852,0.827824,0.0138256,0.0183357,0.00117744,0.107445,0.0520212,0.203444,2.86855e-05,49.0734
8,0.0286198,0.0287563,0.018048,0.000668013,0.00053927,0.000545344,0.0602466,3.41836e-07,0.00198378,0.00212028,0.00207711,0.000647158,8.7417e-05,9.3491e-05,0.000227484,7.66695e-08,, , 0.00127035,0.00218914,0.000644581,0.0803593,0.0212412,0.00207711,0.000647158,0.00101147,7.36895e-05,8.89254e-05,1.82931e-05,0.000321226,0.00074128,0.000227484,7.66695e-08,0.0599602
Total,37.9567,30.2019,53.2674,0.546946,1.29277,1.23736,84.5069,0.00283609,6.91904,7.00972,34.6956,0.520112,0.559004,0.558035,8.46306,0.00144856,, , 1.8576,11.0806,0.990543,66.3248,24.21,34.6956,0.520112,1.2825,0.713183,0.339823,0.0640336,0.186405,1.4432,8.46306,0.00144856,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11841,0.00819854,1.51199,19.2476,0.0203482,3.75264
