Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
4,6.17777,6.23445,7.76682,0.0320733,0.269991,0.273782,5.61028,0.000119944,1.10378,1.16046,6.416,0.0308192,0.12748,0.131272,2.15226,2.25991e-05,, , 0.466499,1.54823,0.249511,8.74862,4.6985,6.416,0.0308192,0.0584488,0.166196,0.0761984,0.0163583,0.0118465,0.284231,2.15226,2.25991e-05,3.46485
5,1.52969,1.55054,7.03864,0.0669774,0.0870177,0.088102,7.70974,0.000187217,0.273982,0.294838,5.50282,0.0644691,0.0474617,0.048546,0.795905,6.40614e-05,, , 0.170062,0.307138,0.0916197,6.2831,1.66101,5.50282,0.0644691,0.116473,0.0659138,0.024022,0.00607193,0.017688,0.0855392,0.795905,6.40614e-05,6.90454
6,2.44231,2.48634,8.44046,0.12355,0.148184,0.150834,15.366,0.000177959,0.44558,0.489608,5.50309,0.118533,0.0941755,0.0968251,1.53857,5.97698e-05,, , 0.34467,0.409594,0.180924,11.9572,2.76803,5.50309,0.118533,0.232886,0.132193,0.0467762,0.0120312,0.0313899,0.125166,1.53857,5.97698e-05,13.8055
7,0.470119,0.471261,9.57555,0.147185,0.0295581,0.0298762,49.3644,0.000232872,0.385881,0.387023,0.0130577,0.1301,0.0162324,0.0165505,0.201692,1.56476e-05,, , 0.010122,0.757676,0.00510665,12.0326,0.287717,0.0130577,0.1301,0.827824,0.0132715,0.0183357,0.00117575,0.107445,0.0520212,0.201692,1.56476e-05,49.0734
8,0.0286103,0.0287468,0.0180628,0.000786859,0.000539165,0.000545181,0.0602466,3.6621e-07,0.00197432,0.00211082,0.00209193,0.000766004,8.73117e-05,9.33284e-05,0.000227485,1.01044e-07,, , 0.00125142,0.00218914,0.000644581,0.0803593,0.0212412,0.00209193,0.000766004,0.00101147,7.34096e-05,8.89254e-05,1.8305e-05,0.000321226,0.00074128,0.000227485,1.01044e-07,0.0599602
Total,37.9404,30.1845,53.2731,0.397449,1.27921,1.21998,84.4878,0.00094905,6.90279,6.99228,34.7013,0.370615,0.545438,0.540659,8.44397,0.00019166,, , 1.82391,11.0806,0.990543,66.3248,24.21,34.7013,0.370615,1.2825,0.682125,0.339823,0.0641497,0.186405,1.4432,8.44397,0.00019166,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11967,0.00821048,1.51419,19.3511,0.0204219,3.76624
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.95977,0,1.80578,0.00102654,0.0661835,0,0.0868742,5.77561e-06,0.114325,0,1.22111,0.0010195,0.0117376,0,0.0630287,5.68612e-06,, , 0.0662225,0.00733546,0.0407669,6.87397,1.56697,1.22111,0.0010195,0.000987789,0.00703829,0.00348139,0.00121796,0.00162304,0.0500789,0.0630287,5.68612e-06,0.0585562
2,15.1228,15.1804,11.3441,0.0103652,0.5027,0.505473,3.66904,0.000563264,3.68213,3.73963,9.61754,0.0100517,0.176875,0.179647,2.8006,3.47423e-05,, , 0.529144,6.59864,0.293982,15.1163,9.97854,9.61754,0.0100517,0.0155217,0.208216,0.129148,0.0191575,0.00853657,0.640836,2.8006,3.47423e-05,0.920125
3,4.21067,4.23578,7.27121,0.013936,0.167155,0.169691,2.69727,7.32388e-05,0.896486,0.92159,6.41304,0.0133089,0.0635126,0.0660481,0.967741,7.30815e-06,, , 0.240272,1.44982,0.127988,5.23262,3.22804,6.41304,0.0133089,0.0293457,0.0797209,0.0417726,0.00806719,0.00755516,0.204585,0.967741,7.30815e-06,1.73961
4,6.18066,6.23733,7.76527,0.0222464,0.270915,0.27547,5.48949,5.20333e-05,1.10666,1.16334,6.41446,0.0209923,0.128405,0.13296,2.03147,5.62151e-06,, , 0.472266,1.54823,0.249511,8.74862,4.6985,6.41446,0.0209923,0.0584488,0.168966,0.0761984,0.0162005,0.0118465,0.284231,2.03147,5.62151e-06,3.46485
5,1.53268,1.55354,7.03624,0.0414516,0.0870585,0.0887356,7.63872,8.01636e-05,0.276977,0.297833,5.50042,0.0389433,0.0475026,0.0491796,0.724887,1.05346e-05,, , 0.176052,0.307138,0.0916197,6.2831,1.66101,5.50042,0.0389433,0.116473,0.0667108,0.024022,0.00594933,0.017688,0.0855392,0.724887,1.05346e-05,6.90454
6,2.44748,2.49151,8.43876,0.05275,0.143201,0.14669,15.2771,0.00012469,0.450752,0.494779,5.50139,0.0477329,0.0891917,0.0926813,1.44976,6.501e-06,, , 0.355012,0.409594,0.180924,11.9572,2.76803,5.50139,0.0477329,0.232886,0.123239,0.0467762,0.0118575,0.0313899,0.125166,1.44976,6.501e-06,13.8055
7,0.469949,0.471091,9.57544,0.216462,0.0283715,0.0287184,49.3592,0.000243006,0.385712,0.386854,0.0129412,0.199376,0.0150458,0.0153927,0.196433,2.57814e-05,, , 0.00978239,0.757676,0.00510665,12.0326,0.287717,0.0129412,0.199376,0.827824,0.010933,0.0183357,0.00116979,0.107445,0.0520212,0.196433,2.57814e-05,49.0734
8,0.0285963,0.0287328,0.0182188,0.00105689,0.000539076,0.00054449,0.0602573,3.75616e-07,0.0019603,0.0020968,0.00224788,0.00103604,8.72228e-05,9.26372e-05,0.000238198,1.10449e-07,, , 0.00122339,0.00218914,0.000644581,0.0803593,0.0212412,0.00224788,0.00103604,0.00101147,7.2505e-05,8.89254e-05,1.84295e-05,0.000321226,0.00074128,0.000238198,1.10449e-07,0.0599602
Total,37.9527,30.1983,53.255,0.359295,1.26612,1.21532,84.278,0.00114255,6.915,7.00613,34.6832,0.332461,0.532357,0.536001,8.23416,9.62855e-05,, , 1.84997,11.0806,0.990543,66.3248,24.21,34.6832,0.332461,1.2825,0.664897,0.339823,0.0636382,0.186405,1.4432,8.23416,9.62855e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12522,0.00821252,1.51456,19.8247,0.0204345,3.76857
