Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
3,4.20734,4.23245,7.27467,0.0212099,0.173665,0.175345,2.83018,0.000669918,0.893155,0.91826,6.4165,0.0205829,0.0700228,0.0717024,1.10065,8.1893e-05,, , 0.233611,1.44982,0.127988,5.23262,3.22804,6.4165,0.0205829,0.0293457,0.0917085,0.0417726,0.00824421,0.00755516,0.204585,1.10065,8.1893e-05,1.73961
4,6.18025,6.23692,7.76688,0.0429707,0.277706,0.281467,5.61028,0.000720185,1.10625,1.16293,6.41606,0.0417166,0.135196,0.138957,2.15227,0.000172659,, , 0.471446,1.54823,0.249511,8.74862,4.6985,6.41606,0.0417166,0.0584488,0.181589,0.0761984,0.0163647,0.0118465,0.284231,2.15227,0.000172659,3.46485
5,1.53077,1.55163,7.03785,0.066277,0.0879402,0.0892201,7.68313,0.000153853,0.275067,0.295924,5.50203,0.0637687,0.0483843,0.0496641,0.769291,4.73791e-05,, , 0.172233,0.307138,0.0916197,6.2831,1.66101,5.50203,0.0637687,0.116473,0.0679949,0.024022,0.00603149,0.017688,0.0855392,0.769291,4.73791e-05,6.90454
6,2.44494,2.48897,8.43973,0.118661,0.150859,0.153869,15.3304,0.000159415,0.448213,0.492241,5.50236,0.113644,0.0968504,0.0998598,1.50306,4.1226e-05,, , 0.349936,0.409594,0.180924,11.9572,2.76803,5.50236,0.113644,0.232886,0.137977,0.0467762,0.0119568,0.0313899,0.125166,1.50306,4.1226e-05,13.8055
7,0.470092,0.471234,9.57547,0.262294,0.029738,0.0300777,49.3609,0.000249829,0.385854,0.386996,0.0129704,0.245208,0.0164123,0.016752,0.198186,3.26044e-05,, , 0.0100672,0.757676,0.00510665,12.0326,0.287717,0.0129704,0.245208,0.827824,0.0136573,0.0183357,0.00117128,0.107445,0.0520212,0.198186,3.26044e-05,49.0734
8,0.0286142,0.0287507,0.0180381,0.000853003,0.000539218,0.00054533,0.0602466,3.55451e-07,0.00197818,0.00211468,0.00206722,0.000832148,8.73649e-05,9.3477e-05,0.000227483,9.02843e-08,, , 0.00125914,0.00218914,0.000644581,0.0803593,0.0212412,0.00206722,0.000832148,0.00101147,7.36313e-05,8.89254e-05,1.82852e-05,0.000321226,0.00074128,0.000227483,9.02843e-08,0.0599602
Total,37.947,30.1911,53.2721,0.523032,1.29343,1.23459,84.4619,0.00217669,6.90934,6.99889,34.7002,0.496198,0.559668,0.555266,8.4181,0.000394345,, , 1.83708,11.0806,0.990543,66.3248,24.21,34.7002,0.496198,1.2825,0.711037,0.339823,0.0640743,0.186405,1.4432,8.4181,0.000394345,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11957,0.00820121,1.51248,19.3447,0.0203647,3.75568
