Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11959,0.00819617,1.51155,19.3505,0.0203336,3.74995
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96136,0,1.81752,0.00102654,0.0727692,0,0.111504,5.09113e-06,0.115916,0,1.23285,0.0010195,0.0183233,0,0.0876581,5.00163e-06,, , 0.0678133,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134906,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.00163e-06,0.0585562
2,15.1253,15.1828,11.3419,0.0107442,0.500255,0.504075,3.47521,0.00186722,3.68461,3.74212,9.61542,0.0104307,0.174429,0.178249,2.60677,0.000116239,, , 0.534111,6.59864,0.293982,15.1163,9.97854,9.61542,0.0104307,0.0155217,0.20459,0.129148,0.0189409,0.00853657,0.640836,2.60677,0.000116239,0.920125
3,4.20597,4.23107,7.27545,0.0212594,0.174161,0.175648,2.86638,0.00108716,0.891781,0.916886,6.41728,0.0206324,0.070518,0.0720051,1.13685,0.000134048,, , 0.230863,1.44982,0.127988,5.23262,3.22804,6.41728,0.0206324,0.0293457,0.0924666,0.0417726,0.00828402,0.00755516,0.204585,1.13685,0.000134048,1.73961
4,6.18269,6.23937,7.7663,0.0433642,0.280028,0.284073,5.56198,0.00109071,1.1087,1.16538,6.41549,0.0421101,0.137518,0.141563,2.10397,0.000265292,, , 0.47634,1.54823,0.249511,8.74862,4.6985,6.41549,0.0421101,0.0584488,0.186576,0.0761984,0.0163059,0.0118465,0.284231,2.10397,0.000265292,3.46485
5,1.53176,1.55262,7.03712,0.0790107,0.0882322,0.0896924,7.66537,0.000629215,0.276061,0.296918,5.5013,0.0765024,0.0486762,0.0501364,0.751534,0.00028506,, , 0.174222,0.307138,0.0916197,6.2831,1.66101,5.5013,0.0765024,0.116473,0.0687964,0.024022,0.00599418,0.017688,0.0855392,0.751534,0.00028506,6.90454
6,2.44749,2.49152,8.43923,0.166816,0.151543,0.154801,15.2949,0.00123994,0.450764,0.494792,5.50186,0.161799,0.0975342,0.100792,1.46754,0.00112175,, , 0.355037,0.409594,0.180924,11.9572,2.76803,5.50186,0.161799,0.232886,0.139645,0.0467762,0.0119054,0.0313899,0.125166,1.46754,0.00112175,13.8055
7,0.470122,0.471264,9.57546,0.397994,0.0297824,0.0301237,49.3609,0.000302911,0.385884,0.387026,0.0129637,0.380908,0.0164567,0.016798,0.198185,8.56864e-05,, , 0.0101271,0.757676,0.00510665,12.0326,0.287717,0.0129637,0.380908,0.827824,0.0137481,0.0183357,0.00117094,0.107445,0.0520212,0.198185,8.56864e-05,49.0734
8,0.0286171,0.0287536,0.0180645,0.00117725,0.000539295,0.000545306,0.0602466,3.91818e-07,0.00198108,0.00211759,0.00209358,0.00115639,8.74421e-05,9.34525e-05,0.000227485,1.26652e-07,, , 0.00126495,0.00218914,0.000644581,0.0803593,0.0212412,0.00209358,0.00115639,0.00101147,7.36629e-05,8.89254e-05,1.83063e-05,0.000321226,0.00074128,0.000227485,1.26652e-07,0.0599602
Total,37.9533,30.1974,53.2711,0.721392,1.29731,1.23896,84.3965,0.00622264,6.9157,7.00523,34.6993,0.694558,0.563543,0.559637,8.35273,0.0020132,, , 1.84978,11.0806,0.990543,66.3248,24.21,34.6993,0.694558,1.2825,0.719386,0.339823,0.0639709,0.186405,1.4432,8.35273,0.0020132,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12086,0.00818711,1.50988,19.458,0.0202779,3.73968
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96014,0,1.81504,0.00107029,0.0693778,0,0.106323,6.38518e-06,0.114694,0,1.23036,0.00106325,0.0149319,0,0.0824771,6.29568e-06,, , 0.0665917,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.00106325,0.000987789,0.0101275,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,6.29568e-06,0.0585562
2,15.1249,15.1824,11.3455,0.00894778,0.506417,0.508462,3.77977,9.36257e-05,3.68416,3.74167,9.61901,0.00863427,0.180591,0.182637,2.91132,5.38993e-06,, , 0.533215,6.59864,0.293982,15.1163,9.97854,9.61901,0.00863427,0.0155217,0.214772,0.129148,0.0193079,0.00853657,0.640836,2.91132,5.38993e-06,0.920125
3,4.21257,4.23767,7.27156,0.0117862,0.170906,0.173354,2.70937,0.000162125,0.898381,0.923485,6.41339,0.0111591,0.0672638,0.0697118,0.97984,1.84189e-05,, , 0.244061,1.44982,0.127988,5.23262,3.22804,6.41339,0.0111591,0.0293457,0.0871177,0.0417726,0.0080853,0.00755516,0.204585,0.97984,1.84189e-05,1.73961
4,6.18354,6.24021,7.76593,0.0367945,0.276223,0.280453,5.53782,0.000198804,1.10955,1.16622,6.41511,0.0355404,0.133713,0.137943,2.0798,4.23142e-05,, , 0.478036,1.54823,0.249511,8.74862,4.6985,6.41511,0.0355404,0.0584488,0.17919,0.0761984,0.0162676,0.0118465,0.284231,2.0798,4.23142e-05,3.46485
5,1.53333,1.55419,7.03631,0.0718335,0.0883042,0.0899637,7.6476,0.000792058,0.277626,0.298482,5.50049,0.0693252,0.0487482,0.0504077,0.733766,0.000366482,, , 0.177351,0.307138,0.0916197,6.2831,1.66101,5.50049,0.0693252,0.116473,0.069181,0.024022,0.00595296,0.017688,0.0855392,0.733766,0.000366482,6.90454
6,2.44566,2.48968,8.43959,0.147281,0.150771,0.153852,15.3127,0.000277499,0.448928,0.492955,5.50222,0.142264,0.0967625,0.0998427,1.48531,0.00015931,, , 0.351364,0.409594,0.180924,11.9572,2.76803,5.50222,0.142264,0.232886,0.137887,0.0467762,0.0119422,0.0313899,0.125166,1.48531,0.00015931,13.8055
7,0.470075,0.471217,9.57563,0.166484,0.0298202,0.0301197,49.3697,0.000232911,0.385837,0.386979,0.013133,0.149398,0.0164945,0.016794,0.206947,1.56861e-05,, , 0.0100328,0.757676,0.00510665,12.0326,0.287717,0.013133,0.149398,0.827824,0.0137732,0.0183357,0.0011796,0.107445,0.0520212,0.206947,1.56861e-05,49.0734
8,0.0286256,0.0287621,0.0180447,0.000423682,0.000539283,0.000545369,0.0602466,3.14788e-07,0.00198957,0.00212607,0.00207381,0.000402827,8.74296e-05,9.35162e-05,0.000227484,4.96217e-08,, , 0.00128192,0.00218914,0.000644581,0.0803593,0.0212412,0.00207381,0.000402827,0.00101147,7.37299e-05,8.89254e-05,1.82905e-05,0.000321226,0.00074128,0.000227484,4.96217e-08,0.0599602
Total,37.9588,30.2041,53.2676,0.444621,1.29236,1.23675,84.5235,0.00176372,6.92117,7.01192,34.6958,0.417787,0.558593,0.557429,8.47969,0.000613946,, , 1.86193,11.0806,0.990543,66.3248,24.21,34.6958,0.417787,1.2825,0.712122,0.339823,0.0640769,0.186405,1.4432,8.47969,0.000613946,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11805,0.00820511,1.5132,19.2179,0.0203887,3.76012
