Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102029,0.0727698,0,0.111504,7.80925e-06,0.115922,0,1.23285,0.00101325,0.0183239,0,0.0876581,7.71976e-06,, , 0.06782,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134912,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,7.71976e-06,0.0585562
2,15.124,15.1815,11.3423,0.0104953,0.500441,0.504105,3.50291,0.000824711,3.68327,3.74078,9.61574,0.0101817,0.174615,0.178279,2.63447,5.10828e-05,, , 0.531435,6.59864,0.293982,15.1163,9.97854,9.61574,0.0101817,0.0155217,0.204773,0.129148,0.0189731,0.00853657,0.640836,2.63447,5.10828e-05,0.920125
3,4.20567,4.23078,7.27538,0.0203278,0.174005,0.175509,2.85432,0.000737114,0.891488,0.916592,6.41721,0.0197007,0.0703623,0.0718666,1.12479,9.02925e-05,, , 0.230276,1.44982,0.127988,5.23262,3.22804,6.41721,0.0197007,0.0293457,0.0921759,0.0417726,0.00828045,0.00755516,0.204585,1.12479,9.02925e-05,1.73961
4,6.18221,6.23888,7.76669,0.0424832,0.279949,0.283805,5.58614,0.00107964,1.10822,1.16489,6.41587,0.0412291,0.137439,0.141295,2.12812,0.000262524,, , 0.475367,1.54823,0.249511,8.74862,4.6985,6.41587,0.0412291,0.0584488,0.186191,0.0761984,0.016345,0.0118465,0.284231,2.12812,0.000262524,3.46485
5,1.53168,1.55254,7.03729,0.0858049,0.0881406,0.0895579,7.67424,0.00135575,0.27598,0.296837,5.50147,0.0832966,0.0485847,0.0500019,0.760408,0.000648328,, , 0.174059,0.307138,0.0916197,6.2831,1.66101,5.50147,0.0832966,0.116473,0.0685615,0.024022,0.00600307,0.017688,0.0855392,0.760408,0.000648328,6.90454
6,2.4469,2.49093,8.43952,0.168041,0.151102,0.154217,15.3127,0.00109717,0.450173,0.4942,5.50215,0.163024,0.0970935,0.100208,1.4853,0.000978983,, , 0.353854,0.409594,0.180924,11.9572,2.76803,5.50215,0.163024,0.232886,0.13859,0.0467762,0.0119352,0.0313899,0.125166,1.4853,0.000978983,13.8055
7,0.470142,0.471284,9.57544,0.371826,0.0298416,0.030188,49.3592,0.000281992,0.385904,0.387046,0.0129435,0.35474,0.0165159,0.0168622,0.196433,6.47674e-05,, , 0.0101673,0.757676,0.00510665,12.0326,0.287717,0.0129435,0.35474,0.827824,0.0138726,0.0183357,0.00116991,0.107445,0.0520212,0.196433,6.47674e-05,49.0734
8,0.0286224,0.0287589,0.0180694,0.000794958,0.000539333,0.000545324,0.0602488,3.46649e-07,0.00198639,0.00212289,0.00209852,0.000774103,8.74801e-05,9.34714e-05,0.000229628,8.14821e-08,, , 0.00127556,0.00218914,0.000644581,0.0803593,0.0212412,0.00209852,0.000774103,0.00101147,7.37159e-05,8.89254e-05,1.83102e-05,0.000321226,0.00074128,0.000229628,8.14821e-08,0.0599602
Total,37.9506,30.1947,53.2722,0.700793,1.29679,1.23793,84.4612,0.00538454,6.91294,7.00247,34.7003,0.67396,0.563022,0.558606,8.41742,0.00210378,, , 1.84425,11.0806,0.990543,66.3248,24.21,34.7003,0.67396,1.2825,0.717728,0.339823,0.0640763,0.186405,1.4432,8.41742,0.00210378,76.0265

