Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96134,0,1.81752,0.00103279,0.0727646,0,0.111504,8.56691e-06,0.115893,0,1.23285,0.00102575,0.0183187,0,0.0876581,8.47742e-06,, , 0.0677903,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00102575,0.000987789,0.0134859,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,8.47742e-06,0.0585562
2,15.1257,15.1832,11.3421,0.010984,0.500225,0.503969,3.47523,3.93273e-05,3.68497,3.74248,9.61558,0.0106704,0.174399,0.178143,2.60678,1.99628e-06,, , 0.534831,6.59864,0.293982,15.1163,9.97854,9.61558,0.0106704,0.0155217,0.204438,0.129148,0.0189566,0.00853657,0.640836,2.60678,1.99628e-06,0.920125
3,4.20576,4.23086,7.27553,0.0218095,0.174049,0.175516,2.86638,0.00179905,0.891573,0.916678,6.41737,0.0211824,0.0704067,0.0718732,1.13685,0.000223034,, , 0.230447,1.44982,0.127988,5.23262,3.22804,6.41737,0.0211824,0.0293457,0.092219,0.0417726,0.00828829,0.00755516,0.204585,1.13685,0.000223034,1.73961
4,6.18172,6.23839,7.76627,0.0427167,0.279761,0.283821,5.56198,0.00135517,1.10773,1.1644,6.41546,0.0414626,0.137251,0.141311,2.10396,0.000331405,, , 0.474395,1.54823,0.249511,8.74862,4.6985,6.41546,0.0414626,0.0584488,0.186061,0.0761984,0.0163027,0.0118465,0.284231,2.10396,0.000331405,3.46485
5,1.53106,1.55192,7.03722,0.0780647,0.0881257,0.0895622,7.66537,0.000405377,0.275355,0.296212,5.5014,0.0755564,0.0485697,0.0500063,0.751536,0.000173141,, , 0.172809,0.307138,0.0916197,6.2831,1.66101,5.5014,0.0755564,0.116473,0.0685549,0.024022,0.00599907,0.017688,0.0855392,0.751536,0.000173141,6.90454
6,2.44805,2.49208,8.43907,0.167776,0.151448,0.154787,15.2949,0.00109878,0.451322,0.49535,5.50169,0.162759,0.0974388,0.100778,1.46753,0.000980595,, , 0.356153,0.409594,0.180924,11.9572,2.76803,5.50169,0.162759,0.232886,0.139552,0.0467762,0.0118887,0.0313899,0.125166,1.46753,0.000980595,13.8055
7,0.470088,0.47123,9.57545,0.298806,0.0294849,0.0298295,49.3592,0.000255123,0.38585,0.386992,0.0129506,0.28172,0.0161592,0.0165038,0.196433,3.78982e-05,, , 0.0100597,0.757676,0.00510665,12.0326,0.287717,0.0129506,0.28172,0.827824,0.0131571,0.0183357,0.00117027,0.107445,0.0520212,0.196433,3.78982e-05,49.0734
8,0.0286169,0.0287534,0.0180266,0.000403393,0.000539213,0.00054537,0.0602445,3.1578e-07,0.00198091,0.00211741,0.00205569,0.000382538,8.73603e-05,9.35169e-05,0.00022534,5.06134e-08,, , 0.0012646,0.00218914,0.000644581,0.0803593,0.0212412,0.00205569,0.000382538,0.00101147,7.36758e-05,8.89254e-05,1.8276e-05,0.000321226,0.00074128,0.00022534,5.06134e-08,0.0599602
Total,37.9523,30.1964,53.2712,0.621593,1.2964,1.23803,84.3948,0.00496171,6.91468,7.00423,34.6993,0.594759,0.562631,0.558709,8.35098,0.0017566,, , 1.84775,11.0806,0.990543,66.3248,24.21,34.6993,0.594759,1.2825,0.717541,0.339823,0.0639753,0.186405,1.4432,8.35098,0.0017566,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12098,0.00819393,1.51114,19.4659,0.0203198,3.74741
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
