Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96141,0,1.81752,0.00102654,0.0727784,0,0.111504,5.77294e-06,0.115963,0,1.23285,0.0010195,0.0183325,0,0.0876581,5.68345e-06,, , 0.067861,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134998,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,5.68345e-06,0.0585562
2,15.1254,15.1829,11.342,0.0103462,0.500993,0.504762,3.47522,0.00117406,3.68465,3.74215,9.61552,0.0100327,0.175167,0.178937,2.60678,7.29172e-05,, , 0.534184,6.59864,0.293982,15.1163,9.97854,9.61552,0.0100327,0.0155217,0.206005,0.129148,0.0189513,0.00853657,0.640836,2.60678,7.29172e-05,0.920125
3,4.20574,4.23085,7.27555,0.0207834,0.174156,0.175618,2.86638,0.000806307,0.891556,0.91666,6.41739,0.0201564,0.0705136,0.0719751,1.13685,9.89416e-05,, , 0.230411,1.44982,0.127988,5.23262,3.22804,6.41739,0.0201564,0.0293457,0.0924268,0.0417726,0.00828931,0.00755516,0.204585,1.13685,9.89416e-05,1.73961
4,6.18134,6.23801,7.76669,0.0359392,0.280462,0.284318,5.58614,0.000138861,1.10734,1.16402,6.41587,0.0346851,0.137952,0.141808,2.12812,2.73286e-05,, , 0.473626,1.54823,0.249511,8.74862,4.6985,6.41587,0.0346851,0.0584488,0.187217,0.0761984,0.016345,0.0118465,0.284231,2.12812,2.73286e-05,3.46485
5,1.53247,1.55332,7.03702,0.0572575,0.0882763,0.089762,7.66537,9.02862e-05,0.276763,0.297619,5.5012,0.0547492,0.0487203,0.050206,0.751531,1.55959e-05,, , 0.175624,0.307138,0.0916197,6.2831,1.66101,5.5012,0.0547492,0.116473,0.0689154,0.024022,0.0059889,0.017688,0.0855392,0.751531,1.55959e-05,6.90454
6,2.44822,2.49225,8.43922,0.146782,0.151527,0.154791,15.2949,0.000242946,0.451491,0.495519,5.50185,0.141765,0.0975181,0.100782,1.46754,0.000124757,, , 0.356492,0.409594,0.180924,11.9572,2.76803,5.50185,0.141765,0.232886,0.13962,0.0467762,0.0119042,0.0313899,0.125166,1.46754,0.000124757,13.8055
7,0.470145,0.471287,9.57542,0.36223,0.0297527,0.0301044,49.3592,0.000279479,0.385907,0.387049,0.0129219,0.345144,0.016427,0.0167787,0.196432,6.22549e-05,, , 0.0101736,0.757676,0.00510665,12.0326,0.287717,0.0129219,0.345144,0.827824,0.0137012,0.0183357,0.0011688,0.107445,0.0520212,0.196432,6.22549e-05,49.0734
8,0.0286155,0.028752,0.0180754,0.000967243,0.000539316,0.000545284,0.0602488,3.73667e-07,0.00197944,0.00211595,0.00210456,0.000946388,8.74627e-05,9.34306e-05,0.000229628,1.08501e-07,, , 0.00126167,0.00218914,0.000644581,0.0803593,0.0212412,0.00210456,0.000946388,0.00101147,7.36529e-05,8.89254e-05,1.83151e-05,0.000321226,0.00074128,0.000229628,1.08501e-07,0.0599602
Total,37.9533,30.1973,53.2715,0.635333,1.29849,1.2399,84.419,0.00273809,6.91565,7.00514,34.6997,0.608499,0.564718,0.56058,8.37514,0.000407587,, , 1.84963,11.0806,0.990543,66.3248,24.21,34.6997,0.608499,1.2825,0.721458,0.339823,0.0640172,0.186405,1.4432,8.37514,0.000407587,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12035,0.00819286,1.51094,19.411,0.0203132,3.74619
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96013,0,1.81504,0.000989038,0.0693767,0,0.106323,4.25535e-06,0.114685,0,1.23036,0.000981999,0.0149307,0,0.0824771,4.16586e-06,, , 0.0665823,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.000981999,0.000987789,0.0101263,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,4.16586e-06,0.0585562
2,15.123,15.1805,11.3453,0.00906346,0.505991,0.508172,3.7521,0.000100937,3.6823,3.73981,9.61874,0.00874994,0.180165,0.182346,2.88365,5.84686e-06,, , 0.529497,6.59864,0.293982,15.1163,9.97854,9.61874,0.00874994,0.0155217,0.214083,0.129148,0.0192799,0.00853657,0.640836,2.88365,5.84686e-06,0.920125
3,4.21181,4.23692,7.27132,0.0117054,0.170789,0.173297,2.70936,0.000129558,0.897626,0.922731,6.41315,0.0110784,0.0671463,0.069654,0.979832,1.43481e-05,, , 0.242553,1.44982,0.127988,5.23262,3.22804,6.41315,0.0110784,0.0293457,0.0869548,0.0417726,0.00807293,0.00755516,0.204585,0.979832,1.43481e-05,1.73961
4,6.18574,6.24241,7.76563,0.0400583,0.275631,0.28001,5.51366,0.000500507,1.11175,1.16842,6.41481,0.0388042,0.133121,0.1375,2.05564,0.00011774,, , 0.482429,1.54823,0.249511,8.74862,4.6985,6.41481,0.0388042,0.0584488,0.178186,0.0761984,0.0162369,0.0118465,0.284231,2.05564,0.00011774,3.46485
5,1.53351,1.55437,7.03641,0.0713603,0.0883175,0.0899546,7.6476,0.000709479,0.277805,0.298662,5.50058,0.068852,0.0487615,0.0503987,0.733769,0.000325192,, , 0.17771,0.307138,0.0916197,6.2831,1.66101,5.50058,0.068852,0.116473,0.0691806,0.024022,0.00595758,0.017688,0.0855392,0.733769,0.000325192,6.90454
6,2.44634,2.49037,8.43972,0.167585,0.150725,0.153738,15.3304,0.00123568,0.449613,0.493641,5.50235,0.162568,0.096716,0.099729,1.50306,0.00111749,, , 0.352736,0.409594,0.180924,11.9572,2.76803,5.50235,0.162568,0.232886,0.137713,0.0467762,0.0119561,0.0313899,0.125166,1.50306,0.00111749,13.8055
7,0.470058,0.4712,9.57562,0.16221,0.0298226,0.0301249,49.3679,0.000232384,0.38582,0.386962,0.0131217,0.145124,0.0164968,0.0167992,0.205196,1.51597e-05,, , 0.00999986,0.757676,0.00510665,12.0326,0.287717,0.0131217,0.145124,0.827824,0.0137813,0.0183357,0.00117902,0.107445,0.0520212,0.205196,1.51597e-05,49.0734
8,0.0286258,0.0287623,0.0180447,0.000660269,0.000539265,0.000545352,0.0602466,3.37927e-07,0.00198975,0.00212626,0.00207381,0.000639414,8.74119e-05,9.34986e-05,0.000227484,7.27606e-08,, , 0.0012823,0.00218914,0.000644581,0.0803593,0.0212412,0.00207381,0.000639414,0.00101147,7.36945e-05,8.89254e-05,1.82905e-05,0.000321226,0.00074128,0.000227484,7.27606e-08,0.0599602
Total,37.9592,30.2046,53.267,0.463633,1.29119,1.23584,84.4877,0.00291313,6.92159,7.01235,34.6952,0.436799,0.557425,0.55652,8.44385,0.00160001,, , 1.86279,11.0806,0.990543,66.3248,24.21,34.6952,0.436799,1.2825,0.710098,0.339823,0.0640237,0.186405,1.4432,8.44385,0.00160001,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11895,0.00820382,1.51296,19.2922,0.0203807,3.75864
