Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
2,15.1246,15.1821,11.342,0.0106628,0.500854,0.50466,3.47522,0.00047305,3.68388,3.74139,9.61545,0.0103493,0.175028,0.178834,2.60677,2.91039e-05,, , 0.532654,6.59864,0.293982,15.1163,9.97854,9.61545,0.0103493,0.0155217,0.205771,0.129148,0.0189438,0.00853657,0.640836,2.60677,2.91039e-05,0.920125
3,4.20603,4.23113,7.27548,0.0216279,0.174077,0.175558,2.86638,0.000730277,0.89184,0.916945,6.41731,0.0210008,0.0704349,0.0719159,1.13685,8.9438e-05,, , 0.23098,1.44982,0.127988,5.23262,3.22804,6.41731,0.0210008,0.0293457,0.0922929,0.0417726,0.00828528,0.00755516,0.204585,1.13685,8.9438e-05,1.73961
4,6.1819,6.23857,7.76666,0.0411026,0.279948,0.283815,5.58614,0.000841854,1.10791,1.16458,6.41585,0.0398485,0.137438,0.141305,2.12812,0.000203077,, , 0.474749,1.54823,0.249511,8.74862,4.6985,6.41585,0.0398485,0.0584488,0.186201,0.0761984,0.0163428,0.0118465,0.284231,2.12812,0.000203077,3.46485
5,1.53059,1.55145,7.03781,0.0839818,0.0879786,0.0892686,7.68313,0.00141688,0.274891,0.295748,5.50199,0.0814735,0.0484227,0.0497126,0.769289,0.000678892,, , 0.171881,0.307138,0.0916197,6.2831,1.66101,5.50199,0.0814735,0.116473,0.0680839,0.024022,0.00602939,0.017688,0.0855392,0.769289,0.000678892,6.90454
6,2.44657,2.4906,8.43962,0.13462,0.151017,0.154081,15.3127,0.000199246,0.449843,0.493871,5.50225,0.129603,0.0970079,0.100072,1.48531,8.10568e-05,, , 0.353195,0.409594,0.180924,11.9572,2.76803,5.50225,0.129603,0.232886,0.138358,0.0467762,0.0119455,0.0313899,0.125166,1.48531,8.10568e-05,13.8055
7,0.470132,0.471274,9.57548,0.332813,0.0298316,0.0301689,49.3609,0.000268614,0.385894,0.387036,0.0129803,0.315727,0.0165059,0.0168432,0.198186,5.13891e-05,, , 0.0101473,0.757676,0.00510665,12.0326,0.287717,0.0129803,0.315727,0.827824,0.0138416,0.0183357,0.00117179,0.107445,0.0520212,0.198186,5.13891e-05,49.0734
8,0.0286168,0.0287534,0.0181084,0.00155754,0.000539361,0.000545201,0.0602509,4.55352e-07,0.00198083,0.00211733,0.00213751,0.00153668,8.75076e-05,9.33483e-05,0.000231771,1.90185e-07,, , 0.00126445,0.00218914,0.000644581,0.0803593,0.0212412,0.00213751,0.00153668,0.00101147,7.35891e-05,8.89254e-05,1.83414e-05,0.000321226,0.00074128,0.000231771,1.90185e-07,0.0599602
Total,37.9498,30.1939,53.2727,0.627379,1.29702,1.2381,84.4562,0.00393682,6.91216,7.00169,34.7008,0.600546,0.56325,0.558775,8.41242,0.00113951,, , 1.84269,11.0806,0.990543,66.3248,24.21,34.7008,0.600546,1.2825,0.718114,0.339823,0.0640883,0.186405,1.4432,8.41242,0.00113951,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11949,0.00819378,1.51111,19.3403,0.0203189,3.74724
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96025,0,1.81504,0.00102654,0.0694004,0,0.106323,6.78867e-06,0.114804,0,1.23036,0.0010195,0.0149545,0,0.0824771,6.69917e-06,, , 0.0667015,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.0010195,0.000987789,0.01015,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,6.69917e-06,0.0585562
2,15.1239,15.1814,11.3452,0.0101394,0.505379,0.5076,3.75209,0.000784929,3.68316,3.74066,9.61866,0.00982584,0.179554,0.181774,2.88364,4.85964e-05,, , 0.531201,6.59864,0.293982,15.1163,9.97854,9.61866,0.00982584,0.0155217,0.212908,0.129148,0.0192717,0.00853657,0.640836,2.88364,4.85964e-05,0.920125
3,4.21242,4.23752,7.27166,0.0120778,0.171111,0.173536,2.72146,0.000135956,0.898232,0.923336,6.41349,0.0114508,0.0674679,0.0698929,0.991927,1.51478e-05,, , 0.243763,1.44982,0.127988,5.23262,3.22804,6.41349,0.0114508,0.0293457,0.0874982,0.0417726,0.00809004,0.00755516,0.204585,0.991927,1.51478e-05,1.73961
4,6.18515,6.24183,7.76546,0.0401036,0.27554,0.280004,5.4895,0.000563847,1.11116,1.16784,6.41464,0.0388495,0.13303,0.137494,2.03148,0.000133575,, , 0.481263,1.54823,0.249511,8.74862,4.6985,6.41464,0.0388495,0.0584488,0.178106,0.0761984,0.0162193,0.0118465,0.284231,2.03148,0.000133575,3.46485
5,1.53309,1.55395,7.03658,0.0727781,0.0881516,0.0897447,7.64761,0.000829582,0.277386,0.298242,5.50076,0.0702697,0.0485956,0.0501887,0.733773,0.000385244,, , 0.17687,0.307138,0.0916197,6.2831,1.66101,5.50076,0.0702697,0.116473,0.0687956,0.024022,0.0059667,0.017688,0.0855392,0.733773,0.000385244,6.90454
6,2.44744,2.49147,8.4396,0.139378,0.151001,0.154076,15.3127,0.000211193,0.450715,0.494743,5.50223,0.134361,0.0969925,0.100067,1.48531,9.30044e-05,, , 0.354939,0.409594,0.180924,11.9572,2.76803,5.50223,0.134361,0.232886,0.13834,0.0467762,0.0119434,0.0313899,0.125166,1.48531,9.30044e-05,13.8055
7,0.470101,0.471243,9.57557,0.15333,0.0298244,0.030138,49.3662,0.000231632,0.385863,0.387005,0.0130763,0.136244,0.0164987,0.0168122,0.203444,1.44074e-05,, , 0.0100847,0.757676,0.00510665,12.0326,0.287717,0.0130763,0.136244,0.827824,0.0137986,0.0183357,0.0011767,0.107445,0.0520212,0.203444,1.44074e-05,49.0734
8,0.0286253,0.0287618,0.0180425,0.000823015,0.000539283,0.000545379,0.0602466,3.60632e-07,0.00198927,0.00212577,0.00207162,0.00080216,8.74304e-05,9.35255e-05,0.000227484,9.5465e-08,, , 0.00128132,0.00218914,0.000644581,0.0803593,0.0212412,0.00207162,0.00080216,0.00101147,7.37417e-05,8.89254e-05,1.82887e-05,0.000321226,0.00074128,0.000227484,9.5465e-08,0.0599602
Total,37.961,30.2062,53.2671,0.429657,1.29095,1.23564,84.4561,0.00276429,6.92331,7.01395,34.6953,0.402823,0.55718,0.556322,8.41228,0.000696769,, , 1.8661,11.0806,0.990543,66.3248,24.21,34.6953,0.402823,1.2825,0.70967,0.339823,0.0640092,0.186405,1.4432,8.41228,0.000696769,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11973,0.00820588,1.51334,19.3588,0.0203934,3.76099
