Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
8,0.028617,0.0287535,0.0180639,0.000961144,0.000539294,0.000545306,0.0602466,3.6742e-07,0.001981,0.0021175,0.00209303,0.000940289,8.74408e-05,9.34532e-05,0.000227485,1.02253e-07,, , 0.00126478,0.00218914,0.000644581,0.0803593,0.0212412,0.00209303,0.000940289,0.00101147,7.36628e-05,8.89254e-05,1.83058e-05,0.000321226,0.00074128,0.000227485,1.02253e-07,0.0599602
Total,37.9469,30.191,53.2726,0.609449,1.29542,1.23643,84.4619,0.00325906,6.9093,6.99881,34.7008,0.582615,0.561657,0.557107,8.41811,0.000718606,, , 1.83695,11.0806,0.990543,66.3248,24.21,34.7008,0.582615,1.2825,0.714838,0.339823,0.0641035,0.186405,1.4432,8.41811,0.000718606,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11945,0.00819538,1.5114,19.3363,0.0203287,3.74905
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96013,0,1.81504,0.00102654,0.069378,0,0.106323,6.11111e-06,0.114684,0,1.23036,0.0010195,0.0149321,0,0.0824771,6.02161e-06,, , 0.0665812,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.0010195,0.000987789,0.0101276,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,6.02161e-06,0.0585562
2,15.1218,15.1793,11.3447,0.00897896,0.505116,0.507554,3.72441,0.000108523,3.68105,3.73856,9.61822,0.00866545,0.179291,0.181729,2.85596,6.32103e-06,, , 0.526988,6.59864,0.293982,15.1163,9.97854,9.61822,0.00866545,0.0155217,0.212645,0.129148,0.0192267,0.00853657,0.640836,2.85596,6.32103e-06,0.920125
3,4.21235,4.23745,7.27152,0.0105404,0.170279,0.172738,2.70937,6.51456e-05,0.898164,0.923268,6.41335,0.00991336,0.0666365,0.0690958,0.979839,6.2965e-06,, , 0.243628,1.44982,0.127988,5.23262,3.22804,6.41335,0.00991336,0.0293457,0.0858767,0.0417726,0.00808294,0.00755516,0.204585,0.979839,6.2965e-06,1.73961
4,6.1875,6.24418,7.76532,0.0359024,0.275128,0.279659,5.48949,0.000138208,1.11351,1.17018,6.4145,0.0346483,0.132618,0.137149,2.03147,2.71652e-05,, , 0.485957,1.54823,0.249511,8.74862,4.6985,6.4145,0.0346483,0.0584488,0.177364,0.0761984,0.0162054,0.0118465,0.284231,2.03147,2.71652e-05,3.46485
5,1.53315,1.55401,7.03658,0.0674733,0.0881779,0.0897716,7.64761,0.000278838,0.277445,0.298302,5.50076,0.064965,0.0486219,0.0502156,0.733773,0.000109872,, , 0.176989,0.307138,0.0916197,6.2831,1.66101,5.50076,0.064965,0.116473,0.068849,0.024022,0.00596657,0.017688,0.0855392,0.733773,0.000109872,6.90454
6,2.44704,2.49106,8.43953,0.160845,0.150985,0.154093,15.3127,0.000708376,0.450307,0.494335,5.50216,0.155828,0.0969759,0.100084,1.48531,0.000590187,, , 0.354123,0.409594,0.180924,11.9572,2.76803,5.50216,0.155828,0.232886,0.138348,0.0467762,0.0119363,0.0313899,0.125166,1.48531,0.000590187,13.8055
7,0.470084,0.471226,9.57562,0.237819,0.0298078,0.0301088,49.3679,0.000244528,0.385846,0.386989,0.0131273,0.220733,0.0164821,0.016783,0.205196,2.73031e-05,, , 0.0100521,0.757676,0.00510665,12.0326,0.287717,0.0131273,0.220733,0.827824,0.0137502,0.0183357,0.0011793,0.107445,0.0520212,0.205196,2.73031e-05,49.0734
8,0.0286253,0.0287618,0.018048,0.000984404,0.00053924,0.000545314,0.0602466,3.73277e-07,0.0019893,0.00212581,0.00207711,0.000963548,8.73866e-05,9.34606e-05,0.000227484,1.0811e-07,, , 0.00128139,0.00218914,0.000644581,0.0803593,0.0212412,0.00207711,0.000963548,0.00101147,7.36286e-05,8.89254e-05,1.82931e-05,0.000321226,0.00074128,0.000227484,1.0811e-07,0.0599602
Total,37.9606,30.206,53.2664,0.52357,1.28941,1.23447,84.4181,0.0015501,6.923,7.01376,34.6946,0.496736,0.555645,0.55515,8.37425,0.000773274,, , 1.8656,11.0806,0.990543,66.3248,24.21,34.6946,0.496736,1.2825,0.707033,0.339823,0.0639386,0.186405,1.4432,8.37425,0.000773274,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12075,0.00819964,1.51219,19.4418,0.020355,3.75389
