Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96135,0,1.81752,0.00102654,0.0727656,0,0.111504,6.79692e-06,0.115899,0,1.23285,0.0010195,0.0183197,0,0.0876581,6.70742e-06,, , 0.0677963,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.013487,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.70742e-06,0.0585562
2,15.1257,15.1832,11.342,0.0107689,0.500569,0.504341,3.47522,0.000401466,3.68502,3.74253,9.61552,0.0104554,0.174743,0.178515,2.60678,2.463e-05,, , 0.534926,6.59864,0.293982,15.1163,9.97854,9.61552,0.0104554,0.0155217,0.205159,0.129148,0.0189507,0.00853657,0.640836,2.60678,2.463e-05,0.920125
3,4.20577,4.23088,7.27557,0.0220929,0.174094,0.175551,2.86638,4.81108e-05,0.891585,0.91669,6.4174,0.0214659,0.070451,0.0719082,1.13685,4.16715e-06,, , 0.230471,1.44982,0.127988,5.23262,3.22804,6.4174,0.0214659,0.0293457,0.0922965,0.0417726,0.0082902,0.00755516,0.204585,1.13685,4.16715e-06,1.73961
4,6.18175,6.23842,7.76663,0.0388855,0.279996,0.283878,5.58614,0.0003519,1.10776,1.16443,6.41582,0.0376314,0.137486,0.141368,2.12812,8.05883e-05,, , 0.474447,1.54823,0.249511,8.74862,4.6985,6.41582,0.0376314,0.0584488,0.186316,0.0761984,0.0163397,0.0118465,0.284231,2.12812,8.05883e-05,3.46485
5,1.53141,1.55226,7.03725,0.0799282,0.0881367,0.0895648,7.67424,0.000668768,0.275702,0.296559,5.50143,0.0774198,0.0485807,0.0500088,0.760407,0.000304837,, , 0.173503,0.307138,0.0916197,6.2831,1.66101,5.50143,0.0774198,0.116473,0.0685667,0.024022,0.00600082,0.017688,0.0855392,0.760407,0.000304837,6.90454
6,2.44726,2.49129,8.43913,0.145119,0.151444,0.154752,15.2949,0.000233187,0.450536,0.494564,5.50176,0.140102,0.0974352,0.100743,1.46754,0.000114998,, , 0.354581,0.409594,0.180924,11.9572,2.76803,5.50176,0.140102,0.232886,0.139507,0.0467762,0.0118951,0.0313899,0.125166,1.46754,0.000114998,13.8055
7,0.470143,0.471285,9.5755,0.213626,0.0296657,0.0299971,49.3627,0.000239342,0.385905,0.387047,0.0130039,0.19654,0.01634,0.0166714,0.199939,2.21176e-05,, , 0.0101689,0.757676,0.00510665,12.0326,0.287717,0.0130039,0.19654,0.827824,0.0135027,0.0183357,0.001173,0.107445,0.0520212,0.199939,2.21176e-05,49.0734
8,0.0286146,0.0287511,0.0180409,0.000635173,0.000539215,0.000545317,0.0602466,3.35064e-07,0.00197854,0.00211505,0.00206997,0.000614318,8.73623e-05,9.34638e-05,0.000227484,6.98973e-08,, , 0.00125987,0.00218914,0.000644581,0.0803593,0.0212412,0.00206997,0.000614318,0.00101147,7.36132e-05,8.89254e-05,1.82874e-05,0.000321226,0.00074128,0.000227484,6.98973e-08,0.0599602
Total,37.952,30.1961,53.2717,0.512082,1.29721,1.23863,84.4313,0.00194991,6.91438,7.00393,34.6999,0.485248,0.563443,0.559308,8.38751,0.000558115,, , 1.84715,11.0806,0.990543,66.3248,24.21,34.6999,0.485248,1.2825,0.718908,0.339823,0.0640192,0.186405,1.4432,8.38751,0.000558115,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12013,0.0082013,1.51249,19.3907,0.0203652,3.75578
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


