Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11933,0.00819712,1.51172,19.3281,0.0203395,3.75103
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96144,0,1.81752,0.00100779,0.0727837,0,0.111504,4.35053e-06,0.115993,0,1.23285,0.00100075,0.0183377,0,0.0876581,4.26104e-06,, , 0.0678908,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00100075,0.000987789,0.013505,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,4.26104e-06,0.0585562
2,15.1246,15.1822,11.3422,0.0107073,0.501586,0.50527,3.50291,0.00126853,3.68393,3.74143,9.6157,0.0103938,0.17576,0.179444,2.63446,7.88213e-05,, , 0.532743,6.59864,0.293982,15.1163,9.97854,9.6157,0.0103938,0.0155217,0.207087,0.129148,0.0189691,0.00853657,0.640836,2.63446,7.88213e-05,0.920125
3,4.20615,4.23125,7.27559,0.02171,0.174201,0.175654,2.86638,0.000562625,0.891964,0.917068,6.41742,0.021083,0.0705587,0.0720115,1.13685,6.84814e-05,, , 0.231227,1.44982,0.127988,5.23262,3.22804,6.41742,0.021083,0.0293457,0.0925066,0.0417726,0.00829111,0.00755516,0.204585,1.13685,6.84814e-05,1.73961
4,6.1817,6.23838,7.76668,0.0424068,0.280462,0.28432,5.58614,0.00113965,1.10771,1.16439,6.41587,0.0411527,0.137952,0.14181,2.12812,0.000277526,, , 0.474359,1.54823,0.249511,8.74862,4.6985,6.41587,0.0411527,0.0584488,0.187219,0.0761984,0.0163446,0.0118465,0.284231,2.12812,0.000277526,3.46485
5,1.53181,1.55267,7.03741,0.0732412,0.0881453,0.0895353,7.67425,0.000228839,0.27611,0.296967,5.50158,0.0707329,0.0485894,0.0499793,0.760411,8.48721e-05,, , 0.174319,0.307138,0.0916197,6.2831,1.66101,5.50158,0.0707329,0.116473,0.068538,0.024022,0.00600871,0.017688,0.0855392,0.760411,8.48721e-05,6.90454
6,2.44699,2.49101,8.43948,0.165176,0.151231,0.154367,15.3127,0.000901314,0.450258,0.494286,5.5021,0.160159,0.097222,0.100358,1.4853,0.000783125,, , 0.354026,0.409594,0.180924,11.9572,2.76803,5.5021,0.160159,0.232886,0.138873,0.0467762,0.0119306,0.0313899,0.125166,1.4853,0.000783125,13.8055
7,0.470134,0.471276,9.57546,0.298877,0.0298737,0.0302154,49.3609,0.00025644,0.385896,0.387038,0.0129622,0.281791,0.016548,0.0168897,0.198185,3.92156e-05,, , 0.0101515,0.757676,0.00510665,12.0326,0.287717,0.0129622,0.281791,0.827824,0.0139312,0.0183357,0.00117087,0.107445,0.0520212,0.198185,3.92156e-05,49.0734
8,0.0286136,0.0287501,0.0180716,0.000849906,0.0005393,0.000545283,0.0602488,3.55881e-07,0.00197755,0.00211405,0.00210072,0.00082905,8.74472e-05,9.343e-05,0.000229628,9.07141e-08,, , 0.00125789,0.00218914,0.000644581,0.0803593,0.0212412,0.00210072,0.00082905,0.00101147,7.36397e-05,8.89254e-05,1.8312e-05,0.000321226,0.00074128,0.000229628,9.07141e-08,0.0599602
Total,37.9515,30.1955,53.2724,0.613976,1.29882,1.23991,84.475,0.0043621,6.91384,7.00329,34.7006,0.587142,0.565056,0.560586,8.43123,0.00133639,, , 1.84597,11.0806,0.990543,66.3248,24.21,34.7006,0.587142,1.2825,0.721734,0.339823,0.0640845,0.186405,1.4432,8.43123,0.00133639,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11894,0.00819448,1.51124,19.2946,0.0203232,3.74803
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96012,0,1.81504,0.00105154,0.0693741,0,0.106323,6.92211e-06,0.114669,0,1.23036,0.0010445,0.0149282,0,0.0824771,6.83261e-06,, , 0.0665671,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.0010445,0.000987789,0.0101238,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,6.83261e-06,0.0585562
2,15.1239,15.1814,11.3447,0.00899318,0.505635,0.50809,3.7244,7.70312e-05,3.68314,3.74064,9.61818,0.00867966,0.179809,0.182264,2.85596,4.35278e-06,, , 0.531163,6.59864,0.293982,15.1163,9.97854,9.61818,0.00867966,0.0155217,0.213702,0.129148,0.0192233,0.00853657,0.640836,2.85596,4.35278e-06,0.920125
3,4.21134,4.23645,7.27158,0.0122681,0.171706,0.17415,2.70937,0.000184529,0.897156,0.92226,6.41341,0.011641,0.0680635,0.070507,0.979841,2.12194e-05,, , 0.241612,1.44982,0.127988,5.23262,3.22804,6.41341,0.011641,0.0293457,0.0887117,0.0417726,0.00808621,0.00755516,0.204585,0.979841,2.12194e-05,1.73961
4,6.18433,6.24101,7.76551,0.0355573,0.275211,0.279651,5.51365,0.000145701,1.11034,1.16701,6.41469,0.0343032,0.132701,0.137141,2.05563,2.90385e-05,, , 0.479618,1.54823,0.249511,8.74862,4.6985,6.41469,0.0343032,0.0584488,0.17742,0.0761984,0.0162243,0.0118465,0.284231,2.05563,2.90385e-05,3.46485
5,1.53364,1.5545,7.03673,0.0713736,0.0882205,0.0897767,7.65649,0.000654597,0.277939,0.298795,5.50091,0.0688653,0.0486645,0.0502207,0.742652,0.000297751,, , 0.177977,0.307138,0.0916197,6.2831,1.66101,5.50091,0.0688653,0.116473,0.0688889,0.024022,0.00597433,0.017688,0.0855392,0.742652,0.000297751,6.90454
6,2.44691,2.49093,8.43961,0.131906,0.150859,0.153929,15.3127,0.00019896,0.450177,0.494205,5.50224,0.126889,0.0968503,0.0999204,1.48531,8.07707e-05,, , 0.353864,0.409594,0.180924,11.9572,2.76803,5.50224,0.126889,0.232886,0.13805,0.0467762,0.0119443,0.0313899,0.125166,1.48531,8.07707e-05,13.8055
7,0.470119,0.471261,9.57555,0.165654,0.0298536,0.0301722,49.3644,0.000233054,0.385882,0.387024,0.013056,0.148568,0.0165279,0.0168465,0.201692,1.58297e-05,, , 0.0101221,0.757676,0.00510665,12.0326,0.287717,0.013056,0.148568,0.827824,0.0138631,0.0183357,0.00117566,0.107445,0.0520212,0.201692,1.58297e-05,49.0734
8,0.0286237,0.0287602,0.0180425,0.000813749,0.000539282,0.000545377,0.0602466,3.50288e-07,0.00198767,0.00212417,0.00207162,0.000792894,8.74285e-05,9.35237e-05,0.000227484,8.51214e-08,, , 0.00127812,0.00218914,0.000644581,0.0803593,0.0212412,0.00207162,0.000792894,0.00101147,7.3738e-05,8.89254e-05,1.82887e-05,0.000321226,0.00074128,0.000227484,8.51214e-08,0.0599602
Total,37.9589,30.2043,53.2668,0.427618,1.2914,1.23631,84.4476,0.00150115,6.92129,7.01207,34.6949,0.400784,0.557633,0.556993,8.40379,0.00045588,, , 1.8622,11.0806,0.990543,66.3248,24.21,34.6949,0.400784,1.2825,0.710833,0.339823,0.0639694,0.186405,1.4432,8.40379,0.00045588,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11994,0.0082063,1.51342,19.3743,0.0203961,3.76147
