Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
6,2.44576,2.48979,8.43953,0.121967,0.151091,0.1542,15.3127,0.000160102,0.449029,0.493057,5.50216,0.11695,0.0970822,0.100191,1.48531,4.19132e-05,, , 0.351568,0.409594,0.180924,11.9572,2.76803,5.50216,0.11695,0.232886,0.138561,0.0467762,0.0119363,0.0313899,0.125166,1.48531,4.19132e-05,13.8055
7,0.470099,0.471241,9.57547,0.413816,0.0297088,0.0300476,49.3609,0.000329867,0.385862,0.387004,0.0129739,0.39673,0.0163831,0.0167219,0.198186,0.000112643,, , 0.0100821,0.757676,0.00510665,12.0326,0.287717,0.0129739,0.39673,0.827824,0.0135978,0.0183357,0.00117146,0.107445,0.0520212,0.198186,0.000112643,49.0734
8,0.0286169,0.0287534,0.0180595,0.000885939,0.00053929,0.00054532,0.0602466,3.64288e-07,0.00198088,0.00211738,0.00208864,0.000865084,8.7437e-05,9.34664e-05,0.000227485,9.91217e-08,, , 0.00126455,0.00218914,0.000644581,0.0803593,0.0212412,0.00208864,0.000865084,0.00101147,7.36757e-05,8.89254e-05,1.83023e-05,0.000321226,0.00074128,0.000227485,9.91217e-08,0.0599602
Total,37.9485,30.1926,53.2723,0.688835,1.2952,1.23636,84.4473,0.0042244,6.91085,7.00038,34.7004,0.662001,0.56143,0.557041,8.40354,0.000904247,, , 1.84008,11.0806,0.990543,66.3248,24.21,34.7004,0.662001,1.2825,0.714576,0.339823,0.0640708,0.186405,1.4432,8.40354,0.000904247,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11979,0.00818986,1.51039,19.3661,0.0202948,3.7428
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.9602,0,1.81504,0.00100779,0.069391,0,0.106323,3.98899e-06,0.114753,0,1.23036,0.00100075,0.0149451,0,0.0824771,3.89949e-06,, , 0.0666506,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.00100075,0.000987789,0.0101407,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,3.89949e-06,0.0585562
2,15.123,15.1805,11.3451,0.00735301,0.505269,0.507544,3.75208,3.36532e-05,3.68226,3.73976,9.61855,0.00703949,0.179443,0.181718,2.88364,1.64165e-06,, , 0.529403,6.59864,0.293982,15.1163,9.97854,9.61855,0.00703949,0.0155217,0.212753,0.129148,0.0192604,0.00853657,0.640836,2.88364,1.64165e-06,0.920125
3,4.21214,4.23724,7.27129,0.0111748,0.170589,0.173106,2.69728,0.000123681,0.897954,0.923058,6.41312,0.0105478,0.0669469,0.069463,0.967744,1.36134e-05,, , 0.243208,1.44982,0.127988,5.23262,3.22804,6.41312,0.0105478,0.0293457,0.0865661,0.0417726,0.00807119,0.00755516,0.204585,0.967744,1.36134e-05,1.73961
4,6.18313,6.23981,7.76566,0.040802,0.274821,0.279185,5.51366,0.000708279,1.10914,1.16582,6.41484,0.0395479,0.13231,0.136675,2.05564,0.000169683,, , 0.47722,1.54823,0.249511,8.74862,4.6985,6.41484,0.0395479,0.0584488,0.176547,0.0761984,0.0162399,0.0118465,0.284231,2.05564,0.000169683,3.46485
5,1.53337,1.55423,7.03638,0.0672225,0.0882753,0.0899181,7.6476,0.000368813,0.277668,0.298524,5.50056,0.0647141,0.0487194,0.0503621,0.733768,0.000154859,, , 0.177434,0.307138,0.0916197,6.2831,1.66101,5.50056,0.0647141,0.116473,0.069103,0.024022,0.00595643,0.017688,0.0855392,0.733768,0.000154859,6.90454
6,2.44696,2.49099,8.43958,0.155604,0.150979,0.154061,15.3127,0.000537767,0.450229,0.494256,5.50221,0.150587,0.0969698,0.100052,1.48531,0.000419578,, , 0.353966,0.409594,0.180924,11.9572,2.76803,5.50221,0.150587,0.232886,0.138304,0.0467762,0.0119418,0.0313899,0.125166,1.48531,0.000419578,13.8055
7,0.470106,0.471248,9.57563,0.225829,0.0298032,0.0301024,49.3697,0.000241995,0.385869,0.387011,0.0131341,0.208743,0.0164774,0.0167767,0.206947,2.47704e-05,, , 0.0100964,0.757676,0.00510665,12.0326,0.287717,0.0131341,0.208743,0.827824,0.0137388,0.0183357,0.00117965,0.107445,0.0520212,0.206947,2.47704e-05,49.0734
8,0.0286208,0.0287573,0.0180485,0.00080739,0.000539285,0.000545357,0.0602466,3.63977e-07,0.00198473,0.00212124,0.00207766,0.000786535,8.74321e-05,9.35039e-05,0.000227484,9.88105e-08,, , 0.00127225,0.00218914,0.000644581,0.0803593,0.0212412,0.00207766,0.000786535,0.00101147,7.37171e-05,8.89254e-05,1.82936e-05,0.000321226,0.00074128,0.000227484,9.88105e-08,0.0599602
Total,37.9575,30.2028,53.2667,0.509801,1.28967,1.23446,84.4596,0.00201854,6.91986,7.01055,34.6949,0.482967,0.5559,0.55514,8.41575,0.000788144,, , 1.85925,11.0806,0.990543,66.3248,24.21,34.6949,0.482967,1.2825,0.707227,0.339823,0.0639907,0.186405,1.4432,8.41575,0.000788144,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11972,0.00820097,1.51243,19.3566,0.0203632,3.75541
