Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12001,0.00819542,1.51141,19.3857,0.020329,3.7491
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00108279,0.072771,0,0.111504,9.44513e-06,0.115926,0,1.23285,0.00107575,0.0183251,0,0.0876581,9.35563e-06,, , 0.0678233,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00107575,0.000987789,0.0134924,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,9.35563e-06,0.0585562
2,15.1237,15.1812,11.342,0.0104171,0.500206,0.503985,3.47522,0.000797111,3.68298,3.74048,9.61551,0.0101036,0.174381,0.178159,2.60677,4.93578e-05,, , 0.530841,6.59864,0.293982,15.1163,9.97854,9.61551,0.0101036,0.0155217,0.204442,0.129148,0.0189494,0.00853657,0.640836,2.60677,4.93578e-05,0.920125
3,4.20684,4.23195,7.27526,0.0214288,0.173996,0.175531,2.85432,0.00118997,0.892658,0.917763,6.41709,0.0208017,0.0703531,0.0718882,1.12479,0.000146899,, , 0.232617,1.44982,0.127988,5.23262,3.22804,6.41709,0.0208017,0.0293457,0.0921947,0.0417726,0.0082741,0.00755516,0.204585,1.12479,0.000146899,1.73961
4,6.18126,6.23794,7.76675,0.042529,0.2793,0.283124,5.61027,0.000939758,1.10727,1.16395,6.41594,0.0412749,0.13679,0.140614,2.15226,0.000227553,, , 0.473485,1.54823,0.249511,8.74862,4.6985,6.41594,0.0412749,0.0584488,0.184854,0.0761984,0.0163518,0.0118465,0.284231,2.15226,0.000227553,3.46485
5,1.5304,1.55126,7.03778,0.082007,0.0879802,0.0892769,7.68312,0.00100652,0.274696,0.295552,5.50196,0.0794987,0.0484242,0.049721,0.769289,0.000473713,, , 0.171491,0.307138,0.0916197,6.2831,1.66101,5.50196,0.0794987,0.116473,0.0680952,0.024022,0.00602798,0.017688,0.0855392,0.769289,0.000473713,6.90454
6,2.4449,2.48893,8.43972,0.16425,0.150901,0.153916,15.3304,0.000989312,0.44817,0.492198,5.50235,0.159233,0.0968921,0.0999068,1.50306,0.000871123,, , 0.349849,0.409594,0.180924,11.9572,2.76803,5.50235,0.159233,0.232886,0.138067,0.0467762,0.0119557,0.0313899,0.125166,1.50306,0.000871123,13.8055
7,0.470113,0.471255,9.57547,0.253287,0.029784,0.0301235,49.3609,0.000246786,0.385875,0.387017,0.0129711,0.236201,0.0164583,0.0167978,0.198186,2.95611e-05,, , 0.0101094,0.757676,0.00510665,12.0326,0.287717,0.0129711,0.236201,0.827824,0.0137491,0.0183357,0.00117132,0.107445,0.0520212,0.198186,2.95611e-05,49.0734
8,0.0286179,0.0287544,0.0180678,0.000844958,0.000539294,0.000545292,0.0602488,3.55879e-07,0.00198186,0.00211836,0.00209688,0.000824103,8.74413e-05,9.34389e-05,0.000229627,9.07128e-08,, , 0.0012665,0.00218914,0.000644581,0.0803593,0.0212412,0.00209688,0.000824103,0.00101147,7.36458e-05,8.89254e-05,1.83089e-05,0.000321226,0.00074128,0.000229627,9.07128e-08,0.0599602
Total,37.9472,30.1913,53.2726,0.575846,1.29548,1.2365,84.486,0.00517926,6.90956,6.99908,34.7008,0.549012,0.561711,0.55718,8.44224,0.00180765,, , 1.83748,11.0806,0.990543,66.3248,24.21,34.7008,0.549012,1.2825,0.714968,0.339823,0.0641,0.186405,1.4432,8.44224,0.00180765,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11881,0.0081976,1.51181,19.285,0.0203424,3.75157
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96056,0,1.81504,0.00105154,0.0694637,0,0.106323,6.22332e-06,0.115116,0,1.23036,0.0010445,0.0150178,0,0.0824771,6.13382e-06,, , 0.0670137,0.00733546,0.0407669,6.87397,1.56697,1.23036,0.0010445,0.000987789,0.0102133,0.00348139,0.00132306,0.00162304,0.0500789,0.0824771,6.13382e-06,0.0585562
2,15.1234,15.1809,11.3453,0.00971354,0.505857,0.508008,3.77975,0.000202754,3.68269,3.7402,9.6188,0.00940003,0.180032,0.182182,2.9113,1.22104e-05,, , 0.530272,6.59864,0.293982,15.1163,9.97854,9.6188,0.00940003,0.0155217,0.21378,0.129148,0.0192861,0.00853657,0.640836,2.9113,1.22104e-05,0.920125
3,4.21266,4.23777,7.27159,0.0126341,0.171794,0.174236,2.70937,0.000203516,0.898478,0.923582,6.41342,0.012007,0.0681516,0.0705934,0.979841,2.35928e-05,, , 0.244256,1.44982,0.127988,5.23262,3.22804,6.41342,0.012007,0.0293457,0.0888858,0.0417726,0.00808657,0.00755516,0.204585,0.979841,2.35928e-05,1.73961
4,6.18505,6.24172,7.76545,0.0344127,0.275968,0.280437,5.4895,0.000127548,1.11106,1.16773,6.41463,0.0331586,0.133458,0.137926,2.03148,2.45003e-05,, , 0.481048,1.54823,0.249511,8.74862,4.6985,6.41463,0.0331586,0.0584488,0.178967,0.0761984,0.0162182,0.0118465,0.284231,2.03148,2.45003e-05,3.46485
5,1.53323,1.55408,7.03645,0.0704382,0.0883002,0.0899273,7.64761,0.000441416,0.277524,0.298381,5.50062,0.0679299,0.0487443,0.0503713,0.73377,0.000191161,, , 0.177147,0.307138,0.0916197,6.2831,1.66101,5.50062,0.0679299,0.116473,0.0691339,0.024022,0.00595967,0.017688,0.0855392,0.73377,0.000191161,6.90454
6,2.44615,2.49018,8.43954,0.14864,0.151046,0.154149,15.3127,0.000313411,0.449421,0.493449,5.50217,0.143623,0.0970367,0.10014,1.48531,0.000195222,, , 0.352351,0.409594,0.180924,11.9572,2.76803,5.50217,0.143623,0.232886,0.138464,0.0467762,0.0119373,0.0313899,0.125166,1.48531,0.000195222,13.8055
7,0.470074,0.471216,9.57562,0.183084,0.0298135,0.0301159,49.3679,0.000235523,0.385837,0.386979,0.013121,0.165998,0.0164878,0.0167902,0.205196,1.82985e-05,, , 0.0100323,0.757676,0.00510665,12.0326,0.287717,0.013121,0.165998,0.827824,0.0137633,0.0183357,0.00117898,0.107445,0.0520212,0.205196,1.82985e-05,49.0734
8,0.0286223,0.0287588,0.018043,0.000823097,0.000539287,0.00054538,0.0602466,3.5646e-07,0.00198632,0.00212283,0.00207217,0.000802242,8.7434e-05,9.3527e-05,0.000227484,9.12935e-08,, , 0.00127544,0.00218914,0.000644581,0.0803593,0.0212412,0.00207217,0.000802242,0.00101147,7.37464e-05,8.89254e-05,1.82892e-05,0.000321226,0.00074128,0.000227484,9.12935e-08,0.0599602
Total,37.9598,30.2046,53.267,0.460797,1.29278,1.23742,84.4734,0.00153075,6.92211,7.01244,34.6952,0.433963,0.559015,0.558098,8.4296,0.00047121,, , 1.8634,11.0806,0.990543,66.3248,24.21,34.6952,0.433963,1.2825,0.713281,0.339823,0.0640082,0.186405,1.4432,8.4296,0.00047121,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11925,0.00820397,1.51299,19.3168,0.0203817,3.75881
