-0.010318,-0.032908,-0.013816,-0.062923,-0.016430,-0.050844,-0.058965,0.000646,0.472486,0.527192,0.523428,0.571261,0.531263,0.548564,0.681955,0.626814
-0.014220,-0.035861,-0.016018,-0.066465,-0.017491,-0.053626,-0.060918,0.001173,0.478433,0.527414,0.523705,0.572424,0.531661,0.546557,0.679647,0.623502
-0.015371,-0.037096,-0.017954,-0.065944,-0.020909,-0.057359,-0.061695,0.000823,0.480744,0.525783,0.523048,0.566945,0.533187,0.545428,0.678557,0.620776
-0.014510,-0.035466,-0.019443,-0.069472,-0.022926,-0.058247,-0.063421,0.001781,0.485186,0.529812,0.522860,0.569777,0.535271,0.544264,0.680668,0.619856
-0.015961,-0.034367,-0.019536,-0.071951,-0.024799,-0.059536,-0.066279,0.001825,0.483655,0.530554,0.524014,0.573009,0.537638,0.543397,0.680684,0.617543
-0.015498,-0.036844,-0.018811,-0.074274,-0.025392,-0.061442,-0.069387,0.002198,0.483937,0.532424,0.522698,0.576981,0.540005,0.544668,0.681935,0.616667
-0.015910,-0.037615,-0.023470,-0.075195,-0.025261,-0.064546,-0.069231,0.002279,0.485779,0.534499,0.523333,0.581773,0.541071,0.546348,0.681007,0.614836
-0.009090,-0.036037,-0.022295,-0.079686,-0.027575,-0.065745,-0.070596,0.002960,0.478953,0.535929,0.522667,0.589537,0.542943,0.544953,0.680594,0.614430
-0.015665,-0.044460,-0.023312,-0.080548,-0.029869,-0.067381,-0.071047,0.003314,0.485275,0.540572,0.522367,0.592075,0.544566,0.547016,0.682002,0.612891
-0.017935,-0.042402,-0.023678,-0.082526,-0.031132,-0.067870,-0.072991,0.003652,0.485562,0.538851,0.522045,0.591815,0.544747,0.546709,0.682705,0.611360
-0.017177,-0.039871,-0.023998,-0.083908,-0.031148,-0.068982,-0.074311,0.005198,0.484189,0.538814,0.522425,0.591407,0.545359,0.548424,0.682746,0.608481
-0.012738,-0.044721,-0.023735,-0.086234,-0.029855,-0.070879,-0.075771,0.005875,0.487758,0.539563,0.523023,0.594249,0.544462,0.549047,0.682172,0.608439
-0.016711,-0.042854,-0.023162,-0.090888,-0.030006,-0.071451,-0.076144,0.004192,0.487161,0.543164,0.520888,0.595701,0.543875,0.550275,0.681850,0.607518
-0.013291,-0.041659,-0.026169,-0.085028,-0.031092,-0.071023,-0.076757,0.004173,0.491278,0.543500,0.519436,0.592256,0.543385,0.551675,0.683667,0.604704
-0.016417,-0.041369,-0.026725,-0.087249,-0.030006,-0.072054,-0.078372,0.005929,0.496399,0.544876,0.518881,0.593143,0.542685,0.553239,0.683978,0.602596
-0.015404,-0.042335,-0.024238,-0.088876,-0.031368,-0.070147,-0.079750,0.005449,0.485892,0.543343,0.517691,0.588874,0.542850,0.553527,0.683878,0.602633
-0.010398,-0.042642,-0.025501,-0.087833,-0.031712,-0.073227,-0.080628,0.006112,0.483052,0.542560,0.518946,0.589813,0.542362,0.557395,0.682704,0.601872
-0.012681,-0.042309,-0.021371,-0.087676,-0.030337,-0.072647,-0.081503,0.005977,0.485374,0.546367,0.517810,0.586149,0.542446,0.558169,0.681582,0.601514
-0.013530,-0.043089,-0.023841,-0.085444,-0.031810,-0.071763,-0.081664,0.006337,0.483598,0.543771,0.518037,0.585101,0.541489,0.557510,0.682866,0.600046
-0.008058,-0.040689,-0.023271,-0.089232,-0.033477,-0.073055,-0.080245,0.006553,0.493121,0.543715,0.518875,0.585772,0.542890,0.560242,0.681603,0.599585
-0.010835,-0.044034,-0.024911,-0.086249,-0.030532,-0.074278,-0.082069,0.007350,0.489982,0.545621,0.520448,0.584891,0.541681,0.560152,0.684015,0.597946
-0.012709,-0.042771,-0.023947,-0.089345,-0.031545,-0.075270,-0.082241,0.008232,0.488192,0.547224,0.519668,0.583670,0.541567,0.562566,0.684873,0.598100
-0.011408,-0.044549,-0.023121,-0.089620,-0.032849,-0.071645,-0.083110,0.006549,0.489857,0.550794,0.519355,0.582638,0.542352,0.563417,0.682677,0.596644
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.003772,-0.008055,0.003622,0.004090,0.000333,-0.015569,-0.022623,-0.015598,0.526043,0.642617,0.655272,0.650659,0.659329,0.665452,0.698787,0.653271
-0.008729,-0.014022,0.009317,-0.009906,-0.002826,-0.024127,-0.027655,-0.015591,0.480028,0.607885,0.618203,0.617627,0.624852,0.642710,0.691324,0.647731
-0.008384,-0.022601,0.007848,-0.018253,-0.006697,-0.029350,-0.030096,-0.014969,0.476732,0.584743,0.593132,0.600301,0.600995,0.624131,0.685633,0.646909
-0.002692,-0.023501,0.003696,-0.031200,-0.009034,-0.033964,-0.033952,-0.013840,0.486947,0.570020,0.576765,0.598164,0.585490,0.611239,0.681824,0.644245
-0.007098,-0.028900,-0.003296,-0.043734,-0.010068,-0.037309,-0.036343,-0.013455,0.494357,0.560277,0.565214,0.600737,0.574271,0.601350,0.678452,0.641254
-0.006127,-0.032049,-0.004777,-0.051311,-0.012714,-0.040764,-0.041313,-0.012588,0.484250,0.556968,0.558806,0.600178,0.568048,0.592637,0.678146,0.637706
-0.008795,-0.035274,-0.008660,-0.054417,-0.015190,-0.045799,-0.045433,-0.011337,0.489963,0.553495,0.556728,0.598705,0.563177,0.586389,0.677223,0.634927
-0.008030,-0.035522,-0.011429,-0.062042,-0.017081,-0.048180,-0.048717,-0.011304,0.498004,0.551259,0.551798,0.597850,0.559853,0.582239,0.677210,0.630361
-0.013932,-0.038838,-0.013984,-0.061672,-0.019135,-0.051173,-0.052674,-0.010621,0.497432,0.551591,0.549889,0.597166,0.559290,0.578533,0.677520,0.630262
-0.008410,-0.035868,-0.013684,-0.061006,-0.019619,-0.054747,-0.054495,-0.008723,0.503735,0.551524,0.548069,0.594814,0.558700,0.575807,0.677854,0.625758
-0.012256,-0.037775,-0.018787,-0.067775,-0.022116,-0.058671,-0.058583,-0.007780,0.500176,0.552709,0.550613,0.596545,0.558347,0.573641,0.678241,0.621461
-0.011322,-0.038593,-0.019648,-0.070317,-0.022940,-0.061762,-0.059385,-0.006294,0.501234,0.551482,0.550423,0.595421,0.559180,0.571659,0.678627,0.617150
-0.009865,-0.036363,-0.021272,-0.072971,-0.024504,-0.064258,-0.061695,-0.004052,0.499234,0.551853,0.549426,0.595208,0.559508,0.571387,0.678692,0.615093
-0.007805,-0.038722,-0.023215,-0.074735,-0.026191,-0.063970,-0.064778,-0.003878,0.505072,0.555482,0.549898,0.595089,0.561103,0.570804,0.679935,0.613077
-0.017585,-0.044755,-0.022322,-0.075924,-0.028233,-0.067242,-0.065224,-0.002178,0.509399,0.555742,0.550045,0.595842,0.561961,0.570191,0.677750,0.609809
-0.006061,-0.043862,-0.023265,-0.078399,-0.027074,-0.069612,-0.066974,-0.002569,0.504976,0.557166,0.548531,0.600664,0.563303,0.570598,0.677409,0.608490
-0.007791,-0.041781,-0.023346,-0.080239,-0.029005,-0.069778,-0.069599,-0.002241,0.503562,0.560406,0.548588,0.604509,0.564006,0.571890,0.678386,0.607045
-0.020958,-0.043291,-0.024319,-0.083009,-0.028932,-0.072841,-0.070353,-0.000526,0.517777,0.561066,0.549293,0.603172,0.564640,0.571727,0.679401,0.605922
-0.019013,-0.047783,-0.027676,-0.085322,-0.031910,-0.073671,-0.071130,0.000625,0.510088,0.558792,0.546769,0.610698,0.564321,0.571819,0.677391,0.603980
-0.015588,-0.043879,-0.029301,-0.087488,-0.032448,-0.075071,-0.072375,0.001859,0.507974,0.564107,0.547658,0.608151,0.564971,0.572008,0.678424,0.602570
-0.009915,-0.047624,-0.026844,-0.091946,-0.032094,-0.078479,-0.073161,0.001617,0.511881,0.563780,0.547442,0.609713,0.565177,0.573530,0.678291,0.600523
-0.009741,-0.046259,-0.028875,-0.094148,-0.033576,-0.075710,-0.074409,0.001516,0.505441,0.564942,0.547220,0.610305,0.565039,0.574306,0.678878,0.599760
-0.011347,-0.041280,-0.030734,-0.093272,-0.033233,-0.078774,-0.076941,-0.000036,0.506034,0.566410,0.546690,0.614896,0.565117,0.576271,0.678868,0.598939
-0.012242,-0.044640,-0.029597,-0.092058,-0.034875,-0.077282,-0.076753,0.004189,0.516083,0.566432,0.546036,0.608699,0.564938,0.577266,0.679445,0.597209
-0.016008,-0.043611,-0.028661,-0.090378,-0.033944,-0.078794,-0.077028,0.001692,0.508842,0.568469,0.545666,0.609923,0.564070,0.577824,0.678621,0.598401
-0.008852,-0.044809,-0.029459,-0.089264,-0.033530,-0.080281,-0.077491,0.004076,0.501562,0.570736,0.544222,0.606304,0.564379,0.579943,0.679437,0.594906
-0.013521,-0.046831,-0.028642,-0.093212,-0.034440,-0.081787,-0.078193,0.003309,0.511486,0.573400,0.546071,0.604831,0.564922,0.581230,0.680159,0.594864
-0.009462,-0.044685,-0.027412,-0.089406,-0.035092,-0.080305,-0.078719,0.004552,0.509209,0.572487,0.544796,0.603871,0.564434,0.581930,0.681471,0.594320
-0.006263,-0.045791,-0.027690,-0.091647,-0.035790,-0.080136,-0.079940,0.004799,0.513701,0.573497,0.545653,0.602250,0.564258,0.584191,0.677544,0.592728
-0.006743,-0.047011,-0.028212,-0.090319,-0.035742,-0.079468,-0.079298,0.004364,0.508649,0.570508,0.546088,0.604343,0.563748,0.581961,0.679408,0.593495
-0.014121,-0.045054,-0.027517,-0.090312,-0.034275,-0.078665,-0.083329,0.004831,0.510087,0.574802,0.547061,0.600658,0.564021,0.583025,0.681369,0.591208
-0.010926,-0.050443,-0.028885,-0.091957,-0.037007,-0.080578,-0.082371,0.004117,0.513029,0.574874,0.547142,0.602114,0.564777,0.583940,0.682034,0.589782
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.013917,-0.037710,-0.014210,-0.023257,-0.013189,-0.013917,-0.009737,-0.023290,0.494039,0.619942,0.654467,0.678093,0.682993,0.681966,0.705902,0.683453
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.013917,-0.037710,-0.014210,-0.023257,-0.013189,-0.013917,-0.009737,-0.023290,0.494039,0.619942,0.654467,0.678093,0.682993,0.681966,0.705902,0.683453
-0.015588,-0.103487,-0.026400,-0.069052,-0.021686,-0.029382,-0.009408,-0.024187,0.483982,0.607398,0.631903,0.668204,0.664457,0.667460,0.705979,0.647817
