   0.21109,   0.01237,   0.93750,  -0.36332,  -0.43976,   0.14626,   0.79462,  -0.22694,  -0.17879,   0.08643
  -0.01978,   0.44717,  -0.15704,   0.19452,  -0.09202,   0.37022,   0.72671,   0.68942,   0.81309,  -0.70039
   0.66828,   0.68190,   0.57589,   0.56661,   0.76444,   0.69170,   0.93779,   0.38535,   0.77808,   0.54632
  -0.87175,  -0.26765,  -0.35062,   0.21254,  -0.88233,  -0.54771,   0.03387,  -0.38543,  -0.16438,  -0.80607
   0.65913,   0.82496,  -0.43233,  -0.87488,   0.93530,  -0.93750,   0.93750,   0.93750,   0.93750,  -0.42614
  -0.33795,  -0.69081,   0.86687,   0.48340,   0.89106,  -0.62251,  -0.62828,  -0.39195,  -0.52639,  -0.50268
   0.13551,   0.42686,  -0.73855,  -0.06113,   0.08328,  -0.81430,  -0.32700,   0.92141,   0.32386,  -0.93750
   0.70587,   0.39314,  -0.27652,   0.93693,  -0.34488,   0.66851,  -0.56526,   0.62062,  -0.21667,   0.29994
  -0.87218,  -0.82001,   0.93750,  -0.93750,   0.93750,  -0.89173,  -0.57950,  -0.93750,  -0.93750,   0.65654
  -0.27640,   0.93750,  -0.78416,   0.55705,   0.93750,  -0.88772,  -0.44593,  -0.93750,  -0.93750,  -0.93750
  -0.42062,  -0.43456,   0.21469,   0.92316,  -0.76603,   0.15435,   0.23940,  -0.05170,  -0.00302,  -0.30926
  -0.81357,  -0.24440,  -0.82814,  -0.06723,   0.93750,   0.52688,  -0.48924,   0.29026,  -0.71607,   0.12569
  -0.21677,   0.62009,  -0.17071,   0.52184,   0.93750,  -0.68475,  -0.68231,   0.72419,  -0.65227,  -0.03719
   0.50762,   0.93750,   0.51351,  -0.79120,  -0.62017,  -0.02695,  -0.19790,   0.09747,   0.66421,   0.06267
   0.70264,   0.93750,   0.87714,   0.15552,   0.87264,   0.32527,  -0.68371,  -0.90441,   0.93750,   0.87330
   0.23326,   0.28591,  -0.22083,  -0.28334,   0.66287,   0.71870,   0.68643,   0.32739,  -0.22339,  -0.12424
  -0.88182,  -0.43655,  -0.74632,   0.93750,  -0.58036,   0.75741,   0.70130,  -0.93680,   0.51183,  -0.30859
   0.93750,   0.93750,  -0.11036,  -0.93750,   0.09317,   0.35578,  -0.91565,  -0.79453,   0.15058,  -0.16864
   0.10400,  -0.01136,  -0.62914,  -0.89134,  -0.80777,  -0.83456,   0.18328,  -0.93358,  -0.31212,   0.93750
   0.85174,  -0.75187,  -0.23309,  -0.40428,   0.19095,  -0.17286,  -0.48165,  -0.11809,  -0.63684,  -0.04600
  -0.31773,  -0.87282,   0.79320,  -0.93750,   0.93750,   0.08195,   0.12673,  -0.72558,   0.79884,   0.76537
   0.70359,   0.84356,  -0.44749,   0.27143,  -0.19296,   0.93750,   0.86650,  -0.71534,  -0.67671,   0.00619
   0.41241,  -0.44113,   0.65887,  -0.22345,   0.42523,   0.68413,   0.19764,  -0.69584,   0.55869,  -0.13091
  -0.45030,  -0.60361,  -0.42541,   0.93950,   0.15682,   0.03730,   0.74272,   0.56492,  -0.06907,  -0.54349
  -0.70862,   0.55957,   0.74066,  -0.34329,   0.68617,   0.53787,   0.01006,  -0.19770,   0.39751,  -0.21465
  -0.82408,  -0.44594,  -0.84210,   0.93735,   0.72951,   0.24028,  -0.51287,   0.71855,  -0.27963,  -0.05757
  -0.82586,  -0.78991,  -0.27845,  -0.60802,   0.75963,  -0.10862,   0.00587,   0.93750,   0.18852,  -0.87137
   0.92557,   0.78561,  -0.52509,   0.83016,  -0.62901,  -0.11906,   0.93345,  -0.18785,  -0.54354,  -0.22396
  -0.87005,  -0.13524,  -0.93750,   0.06892,  -0.51040,  -0.06686,  -0.65448,   0.93750,   0.09126,   0.11944
  -0.35502,   0.76099,   0.11502,  -0.53434,   0.86983,  -0.74450,   0.15271,  -0.49182,   0.62408,   0.46858
   0.85986,  -0.74727,   0.86862,  -0.93750,  -0.62790,  -0.47790,  -0.68381,   0.66896,  -0.31394,  -0.70675
   0.36531,   0.48135,   0.05492,   0.89639,  -0.09860,   0.37998,   0.93750,  -0.87403,   0.88136,   0.48070
   0.80765,  -0.87887,   0.05280,  -0.26065,   0.88112,   0.79268,   0.80286,  -0.29027,  -0.20908,  -0.26535
   0.59404,   0.59137,  -0.85304,   0.17817,   0.74909,   0.54780,  -0.64726,  -0.79780,  -0.75522,  -0.88188
   0.19818,  -0.17429,   0.03917,  -0.04133,   0.93750,   0.09044,   0.86735,   0.93750,   0.88227,  -0.06747
  -0.58651,   0.29535,  -0.89062,   0.16474,   0.13949,   0.93750,   0.93750,  -0.93750,  -0.27503,   0.93750
  -0.41973,   0.08073,   0.64944,  -0.04373,   0.21131,  -0.84777,  -0.35173,  -0.93750,  -0.02269,   0.93750
  -0.00359,  -0.35544,   0.38949,   0.16241,  -0.14788,  -0.01045,  -0.08252,  -0.07416,   0.43492,  -0.04000
  -0.50724,   0.13845,   0.93694,   0.39371,  -0.70746,   0.10260,  -0.62054,   0.11533,  -0.40852,  -0.22577
   0.91274,   0.42776,   0.67269,  -0.45287,  -0.19814,  -0.80844,  -0.04081,  -0.48348,   0.79275,   0.14708
  -0.50152,  -0.26318,   0.15583,  -0.56732,   0.81033,  -0.06701,   0.41093,  -0.19682,   0.44832,   0.02685
  -0.47224,  -0.01540,  -0.86537,   0.93750,   0.93715,  -0.11381,  -0.87894,   0.21296,   0.21750,   0.00462
  -0.73053,  -0.08318,  -0.70914,  -0.06989,   0.87080,   0.13172,   0.81020,  -0.22473,   0.03591,  -0.02711
   0.61581,   0.50103,   0.74254,  -0.04177,   0.92992,  -0.93693,   0.76410,   0.87753,   0.21420,   0.82774
  -0.32592,   0.15163,   0.38336,  -0.14494,   0.42150,   0.93750,   0.11682,   0.84227,   0.10433,  -0.87687
  -0.54511,   0.34751,   0.73291,  -0.40765,   0.86902,  -0.08181,   0.22060,  -0.22606,   0.33372,   0.26176
   0.60414,   0.93750,  -0.81537,  -0.93750,   0.93750,   0.93750,   0.04823,  -0.87784,   0.10000,   0.93316
  -0.75706,  -0.31220,   0.65177,   0.06439,   0.24222,  -0.07245,   0.63128,  -0.07631,  -0.02881,   0.03699
   0.22344,   0.73440,  -0.84179,  -0.93750,   0.93750,  -0.52145,   0.75079,   0.93750,  -0.82560,  -0.02515
   0.25201,   0.86656,   0.11722,  -0.35380,   0.06320,  -0.09302,  -0.78759,   0.05292,  -0.37721,  -0.42092
  -0.74499,  -0.93750,  -0.16763,  -0.14003,   0.61241,  -0.42480,   0.64630,  -0.62646,   0.30921,   0.45975
   0.93750,   0.39483,  -0.30695,  -0.50982,  -0.06561,  -0.31422,  -0.30272,   0.52315,   0.79255,   0.39381
   0.56452,   0.93750,  -0.64224,   0.19737,  -0.80743,   0.77480,   0.57596,   0.17817,   0.17296,   0.81745
  -0.75709,   0.83568,  -0.93750,   0.24431,  -0.05597,  -0.50795,  -0.02331,  -0.93750,  -0.04647,  -0.53383
  -0.62464,   0.26945,  -0.61719,  -0.54895,   0.17981,   0.34870,  -0.30065,   0.66460,  -0.73479,  -0.53699
  -0.34782,   0.62440,  -0.28414,  -0.68069,   0.69312,   0.85924,  -0.48120,   0.88877,  -0.41174,   0.08348
  -0.81587,   0.02769,  -0.19211,   0.45164,  -0.13058,   0.17426,   0.76003,  -0.08081,  -0.34379,  -0.08326
  -0.44035,  -0.93750,  -0.85905,  -0.73942,   0.16848,  -0.93750,   0.87393,  -0.81133,   0.93750,  -0.93750
  -0.79907,  -0.37238,   0.93750,  -0.90536,  -0.83947,  -0.48866,  -0.42039,  -0.67746,   0.93750,  -0.68420
  -0.57478,  -0.87319,  -0.93750,  -0.87978,  -0.84723,   0.93750,  -0.93750,  -0.81282,  -0.77327,   0.24617
  -0.47710,   0.70537,   0.57818,   0.73699,   0.29981,   0.71551,   0.93750,   0.63193,  -0.34883,   0.20216
  -0.53259,   0.15576,  -0.50013,   0.93750,   0.86563,  -0.80059,   0.82456,  -0.54340,   0.32306,  -0.42091
  -0.17519,  -0.13704,  -0.33711,  -0.10763,  -0.48741,  -0.21550,   0.88700,   0.36701,  -0.69003,  -0.01541
   0.86736,  -0.61578,  -0.37543,  -0.60708,  -0.01116,  -0.07743,  -0.30555,   0.18346,   0.06166,   0.03612
  -0.69937,  -0.20464,   0.66820,  -0.49261,  -0.48752,  -0.39193,  -0.73665,   0.74614,  -0.23122,  -0.15555
  -0.30385,  -0.54955,  -0.87439,  -0.60020,   0.77177,   0.82792,  -0.47011,   0.40846,   0.93750,   0.09251
  -0.50551,  -0.66387,   0.86351,  -0.35889,  -0.76709,  -0.37118,  -0.71027,   0.49025,   0.50309,  -0.18688
   0.83336,   0.32354,   0.93750,  -0.87851,  -0.20368,   0.79109,   0.60273,  -0.88109,   0.72143,   0.15172
  -0.23544,   0.93750,  -0.87447,  -0.28402,   0.21434,  -0.87182,  -0.16340,   0.77997,  -0.82542,   0.21336
  -0.93750,  -0.12000,   0.93750,   0.26753,   0.56510,  -0.93750,  -0.67725,  -0.93750,  -0.68863,   0.17436
   0.00300,  -0.54498,  -0.00909,  -0.33662,   0.24308,   0.17324,   0.47999,  -0.40811,   0.40303,   0.01637
  -0.02502,   0.76117,  -0.04047,  -0.44690,   0.88039,   0.33029,  -0.09902,   0.21726,   0.05109,   0.15114
   0.33208,  -0.49282,   0.27603,  -0.12717,  -0.76254,  -0.46490,   0.55638,  -0.29105,  -0.59879,   0.61653
  -0.78788,  -0.67774,  -0.76200,   0.93750,  -0.72819,   0.00785,   0.60542,   0.03619,   0.53424,   0.05900
  -0.81399,   0.82796,   0.19106,   0.25746,  -0.29672,  -0.00412,   0.36228,  -0.93750,  -0.35626,   0.32424
   0.55466,   0.93750,   0.31252,  -0.91595,   0.56390,  -0.12691,   0.86062,   0.04960,   0.13370,  -0.17206
  -0.93555,   0.93750,  -0.46002,  -0.82767,  -0.93750,  -0.87693,   0.75224,   0.54195,   0.37839,   0.08164
  -0.80145,   0.86548,   0.71933,  -0.86851,   0.87429,   0.93750,  -0.17291,   0.93086,   0.13907,  -0.64128
  -0.93230,  -0.06334,   0.71435,   0.93750,  -0.30815,  -0.57254,   0.82084,   0.93750,  -0.25960,   0.49637
   0.71966,   0.63818,  -0.30263,  -0.38813,  -0.38856,   0.83892,  -0.79571,   0.76479,   0.91962,   0.60208
   0.50014,  -0.24427,  -0.42533,  -0.43538,  -0.22509,  -0.13491,  -0.46722,  -0.62789,   0.83994,   0.45909
   0.80784,  -0.93750,  -0.20587,  -0.93750,  -0.93750,  -0.93750,   0.87319,  -0.93750,  -0.75088,  -0.93750
   0.79442,   0.93750,  -0.81295,   0.82377,  -0.78887,  -0.75224,  -0.55613,  -0.48349,   0.93750,  -0.12326
   0.14920,  -0.81821,   0.59654,  -0.88351,   0.80918,  -0.48799,   0.30230,  -0.75010,   0.93750,   0.14731
  -0.07321,   0.73191,  -0.53906,  -0.87675,   0.50657,  -0.48487,   0.93702,  -0.82171,   0.50116,  -0.75498
   0.35928,  -0.80916,  -0.60660,   0.87309,   0.93750,   0.93750,  -0.63845,   0.83400,  -0.87134,  -0.52618
   0.35593,   0.76119,  -0.32452,  -0.72817,   0.03781,  -0.79936,   0.70745,  -0.37250,  -0.62286,  -0.36905
  -0.60729,   0.76196,   0.37083,  -0.69578,   0.86807,  -0.29079,   0.17997,  -0.93750,   0.46063,  -0.04717
   0.42054,   0.65794,  -0.93750,   0.93750,  -0.33543,  -0.93750,  -0.93750,   0.93750,   0.93750,  -0.93750
   0.87184,  -0.15143,  -0.93750,   0.67609,  -0.53599,  -0.93750,   0.42964,  -0.93750,   0.20293,  -0.93750
  -0.84655,   0.90593,   0.81617,  -0.93750,   0.93750,  -0.63133,  -0.50878,   0.44756,  -0.41948,   0.10839
   0.93750,   0.36230,   0.51344,   0.65704,  -0.93750,  -0.93750,   0.93750,   0.81413,   0.88052,   0.12414
  -0.28552,   0.93750,   0.12250,  -0.80694,  -0.67000,   0.54627,   0.73894,  -0.06800,  -0.42250,  -0.04537
   0.40947,  -0.93750,  -0.14527,  -0.88803,   0.69822,  -0.93750,  -0.32774,  -0.93750,   0.71319,   0.93750
