   0.53403,  -0.75359,   0.93234,   0.38150,   0.21428,   0.51920,  -0.63418,  -0.17911,  -0.22493,  -0.51514,  -0.32819,  -0.04662,  -0.41982,   0.21091,   0.44373,   0.69363,   0.56526,  -0.45262,   0.66253,   0.24593,   0.23993,  -0.43157,   0.26871,  -0.55034,  -0.70337,  -0.87360,  -0.53428,  -0.03909,  -0.69026,   0.47379,  -0.20565,   0.08065,   0.66500,   0.33033,  -0.27568,   0.41268,   0.12520,   0.15719,   0.34546,   0.27498,  -0.63824,   0.69676,   0.29783,  -0.67299,   0.77489,   0.33109,   0.29901,   0.11822,   0.67947,  -0.53186,  -0.30827,  -0.33865,   0.38791,  -0.31789,   0.61456,  -0.10345,   0.53105,  -0.55513,   0.08290,  -0.56857,  -0.21839,  -0.85294,  -0.44170,  -0.84351,  -0.46410,   0.45190,   0.20305,  -0.35505,   0.53097,   0.65734,   0.70062,   0.42604,  -0.21959,   0.65276,   0.42911,   0.76634,  -0.77669,   0.36314,  -0.76737,   0.68100,  -0.43427,  -0.07345,  -0.26984,  -0.12429,  -0.51399,  -0.33886,  -0.18796,   0.10192,   0.93750,  -0.91743,  -0.15680,   0.75145,  -0.42033,   0.46089,  -0.78880,   0.71106,  -0.44498,  -0.79678,  -0.59650,  -0.17444,  -0.41561,  -0.32025,  -0.47940,  -0.23842,   0.85810,  -0.49941,   0.37218,  -0.11296,  -0.91156,  -0.74255,   0.45771,  -0.87262,  -0.02435,   0.21513,  -0.00077,  -0.80998,   0.93656,  -0.63056,  -0.29692,  -0.62070,  -0.46561,   0.49989,  -0.68363,  -0.60109,  -0.20106,   0.59238,   0.54977,  -0.23758
   0.68590,  -0.48611,  -0.44951,  -0.36489,  -0.46434,  -0.22010,  -0.66053,  -0.22748,   0.11874,   0.55240,   0.65141,   0.54512,   0.10973,  -0.17239,   0.21431,  -0.09179,  -0.26485,  -0.19205,  -0.40251,  -0.78644,  -0.30335,   0.41705,   0.55607,  -0.86495,   0.53757,   0.56493,  -0.73297,   0.53970,  -0.62921,  -0.41310,  -0.24938,   0.05579,   0.30480,   0.60759,   0.36313,   0.12311,   0.58897,   0.45006,   0.25196,  -0.60321,   0.24262,   0.16341,   0.02193,   0.35256,  -0.44580,  -0.04939,  -0.34948,   0.09902,  -0.11810,   0.34058,   0.32645,   0.16199,   0.20614,  -0.03587,   0.74109,  -0.73069,   0.71422,   0.63906,  -0.45773,  -0.10807,   0.64259,  -0.30292,  -0.39474,  -0.67524,  -0.45451,  -0.40484,   0.41186,   0.87810,  -0.79038,   0.03170,  -0.14945,  -0.58378,  -0.04969,  -0.59949,   0.50393,   0.24049,   0.57937,   0.41594,   0.45323,  -0.44318,  -0.82634,  -0.10518,  -0.42877,   0.51870,  -0.48316,   0.03879,  -0.46398,  -0.25118,  -0.14055,   0.72365,   0.61558,   0.09838,   0.33736,   0.86791,  -0.90558,   0.22335,  -0.04415,  -0.42747,  -0.62913,  -0.42911,  -0.29228,  -0.36123,   0.41953,   0.47846,  -0.29163,   0.52031,   0.25396,  -0.66745,  -0.42212,   0.07601,   0.37910,  -0.65972,   0.58139,   0.87629,   0.87182,  -0.73590,  -0.56040,   0.81258,  -0.38596,   0.10505,   0.19440,  -0.45884,  -0.05931,  -0.64255,   0.63423,  -0.20294,  -0.44854,   0.40794
  -0.25444,   0.50791,  -0.53837,   0.65033,   0.60689,  -0.21815,   0.53029,  -0.07799,  -0.42449,  -0.08830,   0.30393,  -0.21153,  -0.38093,   0.43558,   0.45745,  -0.73431,  -0.06498,  -0.73181,   0.35598,  -0.51447,   0.18201,   0.18744,   0.11266,   0.77312,   0.09110,  -0.19667,   0.43079,   0.86663,   0.91835,   0.03836,   0.53370,  -0.38668,   0.66392,   0.05571,   0.44059,  -0.04084,  -0.57575,  -0.47045,   0.02275,   0.42977,  -0.24759,  -0.50607,   0.45321,  -0.28126,   0.39920,  -0.61022,   0.58866,   0.09666,   0.22426,   0.25722,   0.28243,   0.37021,   0.17826,  -0.17854,  -0.15009,   0.01367,  -0.30633,   0.23027,   0.72267,  -0.29255,   0.13698,   0.20630,   0.27151,  -0.62373,   0.44386,   0.86697,  -0.40111,   0.12766,  -0.56433,  -0.01882,   0.00358,  -0.01173,   0.07321,   0.51827,   0.12488,  -0.33971,  -0.08552,   0.03314,   0.30537,   0.12500,  -0.32807,  -0.51761,   0.58048,  -0.35420,  -0.01869,  -0.67685,   0.49633,   0.69234,   0.81940,  -0.45289,   0.67458,  -0.25986,   0.34582,   0.73197,  -0.43278,   0.10590,   0.25014,  -0.71992,   0.40551,  -0.59463,   0.20145,  -0.54591,  -0.40570,   0.93750,   0.68698,   0.46775,  -0.17784,  -0.08248,   0.27702,   0.28724,  -0.40355,   0.16352,   0.57704,   0.07999,   0.59167,  -0.40215,   0.54917,   0.21895,   0.06075,  -0.59697,   0.56405,   0.30627,   0.35027,   0.15653,  -0.19675,   0.07936,  -0.14810,   0.30352
  -0.44865,  -0.61827,  -0.82473,  -0.53777,   0.24024,  -0.42232,   0.15091,  -0.72800,  -0.55448,   0.14211,  -0.70334,   0.63182,  -0.36429,   0.32147,   0.73433,   0.24630,  -0.15091,  -0.24746,  -0.87673,   0.36794,   0.17862,  -0.44361,  -0.50693,  -0.82232,  -0.79870,  -0.43479,  -0.02374,  -0.53291,   0.87942,   0.22968,   0.77708,   0.30393,  -0.75195,  -0.22718,  -0.52984,   0.73840,  -0.53256,  -0.56769,  -0.22673,   0.48239,  -0.06302,  -0.35150,  -0.66342,  -0.75106,  -0.78758,   0.60358,  -0.50401,   0.17816,  -0.39953,  -0.21358,  -0.02610,  -0.58854,   0.66891,  -0.58087,   0.62188,   0.14647,  -0.21836,   0.46968,   0.80334,  -0.66219,  -0.23837,  -0.80685,  -0.76056,   0.50090,  -0.81110,  -0.43967,  -0.23848,   0.12393,  -0.34715,  -0.11943,   0.66782,   0.66080,   0.40110,  -0.37218,  -0.31794,   0.72903,  -0.56567,  -0.61872,  -0.54102,   0.33407,   0.52823,   0.57215,  -0.43082,   0.66972,   0.87216,   0.06265,  -0.37253,   0.40806,   0.53670,   0.47433,  -0.47203,  -0.25560,  -0.43519,  -0.08504,  -0.37553,   0.35992,  -0.56566,  -0.54550,   0.14251,   0.00277,  -0.08009,  -0.41769,  -0.74961,  -0.72748,  -0.72618,  -0.56607,  -0.33422,   0.28311,   0.11227,  -0.25391,   0.85632,   0.54290,   0.36115,  -0.56544,   0.01376,   0.65674,   0.81351,  -0.73434,  -0.23789,  -0.81082,   0.67992,   0.29558,  -0.33027,   0.10504,   0.18223,  -0.66780,  -0.68928,   0.46378
  -0.80054,   0.59647,  -0.34487,  -0.79254,  -0.60039,  -0.76464,   0.21437,  -0.85501,   0.68568,   0.30862,   0.53811,  -0.77570,   0.49122,  -0.58937,  -0.45721,  -0.67612,  -0.87277,   0.45853,  -0.48161,  -0.21604,  -0.86924,   0.11202,  -0.55212,  -0.49486,   0.00288,   0.27736,  -0.75456,  -0.59720,  -0.47876,  -0.54329,  -0.12390,   0.87188,  -0.55250,  -0.62606,   0.75224,  -0.67058,  -0.09504,  -0.67908,   0.77345,  -0.37970,   0.86849,  -0.24043,  -0.66231,   0.76720,  -0.33381,  -0.30516,  -0.44848,  -0.87933,  -0.51373,   0.87149,  -0.58633,   0.39551,   0.87415,   0.39860,   0.77959,  -0.69377,   0.10079,  -0.46356,  -0.27780,   0.58520,   0.35098,  -0.69605,   0.60362,   0.09474,  -0.70688,  -0.50093,  -0.42770,   0.92590,  -0.47691,  -0.84552,  -0.57438,  -0.69299,  -0.91438,  -0.79866,  -0.43335,  -0.42434,   0.54268,   0.10872,   0.38642,  -0.75707,  -0.79989,  -0.47075,  -0.57424,   0.31955,  -0.41611,   0.57738,  -0.63366,  -0.30825,  -0.64932,   0.83955,  -0.14539,  -0.04405,   0.36939,  -0.24476,   0.82695,  -0.73109,   0.16223,   0.23221,  -0.64644,  -0.86280,   0.69993,   0.59107,   0.46160,   0.81661,  -0.53742,  -0.22789,  -0.83394,   0.72187,  -0.46382,  -0.06841,   0.00969,  -0.43631,  -0.58048,   0.48892,   0.46803,   0.91643,  -0.41427,   0.41980,  -0.17583,  -0.81793,  -0.73388,  -0.80869,   0.73550,  -0.87998,   0.93072,  -0.57803,  -0.38845,  -0.43369
   0.21380,   0.63615,  -0.02374,   0.65996,  -0.15800,   0.51316,  -0.00840,  -0.01558,   0.33328,  -0.45338,   0.87344,  -0.51666,   0.30351,  -0.39070,  -0.62841,  -0.92069,   0.09261,  -0.78303,   0.93750,  -0.40705,  -0.87015,   0.32066,   0.44113,   0.56865,   0.86803,  -0.16378,  -0.65920,  -0.26342,   0.20631,  -0.72403,  -0.61912,  -0.49580,  -0.75974,   0.44654,   0.28081,  -0.90110,  -0.93750,   0.32187,  -0.49682,  -0.68133,  -0.12298,   0.12364,   0.38067,   0.86449,  -0.19994,  -0.51245,   0.76300,  -0.66787,   0.57946,   0.68014,  -0.51825,   0.60058,  -0.74929,  -0.10604,  -0.49313,  -0.76393,  -0.34018,  -0.82703,  -0.34011,  -0.21977,  -0.13773,   0.47326,   0.91611,  -0.67173,   0.07997,   0.60819,   0.09726,   0.44117,  -0.40462,  -0.47005,  -0.07204,  -0.63365,  -0.20109,   0.52523,  -0.12581,  -0.61650,   0.01653,   0.91881,  -0.11945,  -0.87573,   0.05631,  -0.52708,   0.69760,  -0.30623,  -0.07587,   0.15001,   0.23722,  -0.62348,  -0.40428,  -0.65848,   0.58517,  -0.07248,   0.10184,  -0.59005,  -0.52559,   0.15216,   0.61879,   0.46791,   0.73819,  -0.84189,  -0.82199,   0.24715,  -0.25348,   0.21083,   0.78953,   0.71987,   0.01569,  -0.38481,   0.13461,   0.43918,  -0.66962,   0.93061,  -0.24428,   0.14635,  -0.80310,  -0.67540,  -0.23429,   0.18191,   0.37591,  -0.48269,  -0.62051,   0.19287,   0.65235,   0.57778,  -0.49894,   0.38262,   0.52625,  -0.59929
  -0.64042,  -0.07788,  -0.29959,   0.55391,   0.32958,  -0.66574,   0.56654,   0.45093,  -0.11461,  -0.59006,  -0.62617,  -0.47207,   0.37195,   0.85940,   0.55549,   0.21229,  -0.57095,   0.47533,  -0.00979,   0.12034,   0.44880,  -0.38846,  -0.60846,  -0.17577,   0.14726,  -0.20803,  -0.49665,   0.49767,   0.46122,   0.45569,   0.68853,   0.56632,   0.06461,  -0.16485,  -0.39502,  -0.36557,  -0.01438,  -0.47933,  -0.38981,  -0.10800,  -0.24902,  -0.32370,  -0.52880,  -0.70407,   0.48293,   0.55146,  -0.43464,  -0.12098,  -0.37521,  -0.63905,  -0.57439,  -0.37847,  -0.36952,  -0.47445,  -0.00927,  -0.05555,  -0.27158,   0.02719,   0.72232,   0.31385,  -0.64711,   0.49848,  -0.48909,  -0.62333,   0.93750,  -0.02737,  -0.61614,   0.19500,   0.41318,  -0.46112,  -0.77615,   0.36336,  -0.09675,  -0.79520,  -0.82596,   0.33067,  -0.59784,  -0.52593,  -0.48355,   0.50307,   0.82795,   0.28582,  -0.13438,  -0.00495,   0.70689,   0.20643,   0.47485,   0.12530,   0.82923,   0.14272,   0.02221,  -0.88037,  -0.58488,  -0.10042,  -0.63429,  -0.57962,  -0.41156,  -0.49197,   0.54424,   0.59299,   0.11271,  -0.36335,  -0.69593,  -0.64512,  -0.65221,  -0.28013,  -0.27805,   0.67795,  -0.41856,  -0.51701,  -0.52049,   0.24884,  -0.05755,  -0.66085,  -0.43342,   0.61557,   0.50190,  -0.65060,  -0.17274,  -0.23363,   0.42654,   0.60680,  -0.41154,   0.18685,  -0.19860,  -0.60876,  -0.42035,  -0.72151
  -0.28582,  -0.18799,  -0.46243,  -0.57326,  -0.77205,  -0.42422,  -0.29205,  -0.18607,   0.52160,   0.75518,  -0.40747,  -0.18079,   0.43240,  -0.53927,  -0.61317,   0.49500,  -0.38250,   0.23065,  -0.19475,  -0.22413,  -0.09717,   0.39319,  -0.71186,  -0.40441,  -0.19611,   0.62579,  -0.11791,  -0.52472,   0.01546,   0.27879,  -0.30456,   0.61803,  -0.93750,  -0.59529,   0.43546,  -0.89188,   0.12058,  -0.33257,   0.20109,  -0.52733,   0.63660,  -0.60241,  -0.09328,   0.46861,  -0.72578,  -0.19784,  -0.70546,  -0.17869,  -0.42374,   0.32971,  -0.49022,  -0.37198,  -0.74154,   0.80608,  -0.23731,  -0.51457,   0.13042,  -0.25091,   0.03122,   0.76195,   0.08715,  -0.09797,   0.05896,   0.27564,  -0.54086,  -0.57659,  -0.12423,   0.37253,   0.26527,  -0.68073,  -0.73591,  -0.23274,  -0.45860,  -0.59698,  -0.45292,   0.01861,   0.50230,  -0.23815,   0.38580,  -0.91639,  -0.53147,  -0.60406,  -0.77175,   0.59942,  -0.26163,   0.60485,  -0.06419,  -0.79611,  -0.64645,  -0.02046,  -0.36787,  -0.41904,   0.26984,  -0.63823,   0.80505,  -0.63749,  -0.14334,   0.65044,  -0.10041,   0.41565,  -0.67741,  -0.17826,   0.42446,   0.40837,  -0.56277,   0.34338,  -0.50882,   0.03154,  -0.42448,   0.37142,  -0.12309,  -0.29695,  -0.72365,  -0.03879,  -0.52675,   0.83316,  -0.56509,  -0.08558,  -0.35772,  -0.80333,  -0.49419,  -0.25255,   0.76809,   0.52272,   0.47412,  -0.59637,  -0.82980,  -0.57177
   0.81910,  -0.10021,   0.37339,   0.49193,  -0.53827,   0.41931,   0.40494,   0.16273,   0.19993,   0.12134,  -0.22049,  -0.56445,  -0.24167,   0.22352,  -0.62228,   0.62062,   0.43658,  -0.68438,  -0.30759,  -0.72931,   0.39233,  -0.38077,   0.89201,   0.57878,  -0.70714,  -0.50549,   0.41638,  -0.45605,   0.67676,  -0.82693,  -0.18928,  -0.60166,   0.47656,  -0.16443,  -0.02058,  -0.57724,  -0.08774,   0.51249,   0.36076,  -0.45177,  -0.52230,   0.65905,   0.93750,  -0.14911,   0.76181,  -0.57907,   0.64815,  -0.16624,   0.37584,   0.05654,   0.31488,   0.44339,  -0.93750,   0.40327,  -0.71470,  -0.10476,   0.30977,  -0.24732,  -0.23108,  -0.58635,  -0.35088,  -0.66965,   0.50386,  -0.38865,  -0.29304,   0.30353,   0.13447,  -0.35925,   0.50843,   0.93750,   0.31060,  -0.00108,  -0.46049,   0.68166,  -0.39076,   0.00954,  -0.57564,   0.89333,  -0.56071,   0.13254,   0.44499,  -0.81621,   0.50736,  -0.39500,  -0.14147,   0.09944,   0.52902,  -0.24122,  -0.32913,  -0.57077,   0.41053,   0.18374,   0.56903,  -0.09596,  -0.39250,   0.53260,   0.93750,  -0.05492,   0.16289,   0.86748,  -0.60454,   0.28804,   0.22594,   0.41354,   0.37883,  -0.12541,   0.32546,  -0.80714,   0.85871,   0.53219,  -0.52979,   0.02880,   0.11238,   0.27709,  -0.40705,  -0.19128,  -0.09531,   0.06847,  -0.18575,  -0.58303,   0.58433,   0.75582,   0.13166,   0.48919,  -0.30977,   0.61658,   0.55430,   0.13844
   0.57435,  -0.47328,   0.72190,  -0.31129,  -0.16496,   0.62346,  -0.55396,   0.63715,  -0.32637,  -0.65599,  -0.46853,   0.46698,  -0.67094,   0.34396,   0.58707,   0.30195,   0.37560,  -0.80739,   0.57191,   0.10977,   0.75404,  -0.50324,   0.32907,  -0.71971,  -0.34864,  -0.83611,  -0.68675,   0.53402,  -0.10599,  -0.22988,   0.08476,  -0.31854,   0.01591,   0.81172,  -0.13955,   0.62624,  -0.36961,   0.50221,  -0.80910,   0.50449,  -0.47935,   0.60064,   0.70472,  -0.32006,  -0.66411,   0.34030,  -0.23016,   0.64480,   0.10239,   0.20876,   0.29716,  -0.46991,  -0.65523,  -0.53064,  -0.43420,   0.73387,   0.60289,  -0.36680,   0.63601,  -0.91950,   0.52595,   0.70952,  -0.67485,  -0.21473,  -0.39179,   0.68000,   0.42424,  -0.20654,   0.06137,   0.37497,   0.66571,   0.19281,   0.82872,   0.27641,   0.79239,   0.43463,  -0.70171,   0.62473,  -0.54191,   0.57092,   0.14402,   0.02941,   0.13087,  -0.09422,  -0.13558,  -0.35032,  -0.37435,   0.33531,   0.38160,  -0.62361,  -0.54030,   0.07403,  -0.37111,   0.51315,  -0.93511,   0.56964,  -0.13971,  -0.48413,  -0.68587,  -0.08964,  -0.48236,  -0.27173,  -0.79487,  -0.57975,   0.70270,  -0.31571,   0.27218,  -0.59018,   0.33276,  -0.38806,   0.14383,  -0.36685,   0.26792,  -0.58171,   0.60262,  -0.51126,   0.09607,  -0.48066,   0.69385,  -0.92414,   0.17051,   0.74094,  -0.31256,  -0.10306,  -0.13647,   0.69342,   0.64333,   0.60108
